depth [m],Devon73,Isunnguata_M1-10,Jakobshavn95D_T4,Meighen67,Isunnguata_27km-12C,Isunnguata_33km_15N,TD5_91,SiteII,Isunnguata_27km-12B,StationCentrale,Isunnguata_33km_14SB,GRIP,Isunnguata_27km-11A,HansTausen_Hare,Jakobshavn95D_T5,Jakobshavn89A,Agassiz84,Renland88,NEEM,Isunnguata_27km-12A,Isunnguata_33km_14N,CampCentury,Jakobshavn89B,Jakobshavn95D_I2,Isunnguata_33km_14SA,FOXX2,TD4_91a,FOXX1,TD5_90,PrinceWales05,Agassiz77,Isunnguata_33km_15E,Isunnguata_46km-11A,Devon98,DYE-3,Store_R30_BH19c,FladeIsblink06,Jakobshavn95D_T3,TD1_88,CampVI_50,Jakobshavn95D_I1,Isua_10,Isunnguata_33km_15CA,GISP2,TD2_88,Isua_14,TD3_88,Isua_12,Agassiz79b,Isua_11,Isunnguata_33km_14W,Agassiz79a,TD4_91b,Isunnguata_27km-11B,Isua_13,GULL,Store_R29_BH18c,CampIII_78,Store_S30,Tuto_D-11,Isunnguata_27km-11C,Isunnguata_33km_15CB,Isunnguata_M2-10B,Devon72,Isunnguata_13km-10,NGRIP,HansTausen_Dome,Isunnguata_33km_15S,Penny96,Isunnguata_46km-11B
37,-23.0315,0.0131,,-16.9654,-4.1019,-10.4071,-8.4013,-24.3930,-4.8922,-27.2833,,,,-15.0892,,-5.2996,-21.3055,-18.6075,,-4.4795,-5.0383,-24.3311,,,,-2.7377,-6.4878,,-8.3013,-21.2967,-24.0682,,-9.5121,-22.7370,,-7.4374,,-8.4403,,-13.7619,,-3.0671,,,-2.5954,-3.7929,-0.6845,-3.3478,-21.7237,-3.0937,,-21.7500,-6.4765,-3.0935,-3.7725,-1.1126,-6.7046,-0.0792,,-10.6927,-3.0135,,0.0106,-23.1393,-2.1337,,-20.5970,,-12.7391,
38,-23.0341,0.0167,,-16.9580,-4.0950,-10.4190,-8.4029,-24.4074,-4.8750,-27.2876,,,,-15.0234,,-5.3703,-21.2800,-18.6018,,-4.4188,-5.0600,-24.3374,,,,-2.7167,-6.4820,,-8.3029,-21.2978,-24.0591,,-9.5149,-22.7300,,-7.4945,,-8.5694,,-13.8087,,-3.0421,,,-2.5773,-3.7642,-0.6048,-3.2689,-21.6970,-3.0538,,-21.7248,-6.4711,-2.9187,-3.7446,-1.0953,-6.8296,-0.0368,,-10.6714,-2.9265,,0.0199,-23.1385,-2.1110,,-20.5821,,-12.7449,
39,-23.0350,0.0191,,-16.9514,-4.0894,-10.4299,-8.4052,-24.4216,-4.8600,-27.2926,,,,-14.9603,,-5.4409,-21.2463,-18.5960,,-4.3600,-5.0815,-24.3434,,,,-2.6975,-6.4764,,-8.3052,-21.2985,-24.0509,,-9.5178,-22.7235,,-7.5574,,-8.6979,,-13.8548,,-3.0166,,,-2.5598,-3.7362,-0.5263,-3.1826,-21.6704,-3.0157,,-21.6969,-6.4659,-2.7578,-3.7170,-1.0785,-6.9521,-0.0096,,-10.6529,-2.8519,,0.0307,-23.1376,-2.0962,,-20.5672,,-12.7487,
40,-23.0349,0.0200,,-16.9454,-4.0840,-10.4400,-8.4081,-24.4357,-4.8460,-27.3000,,,,-14.9000,,-5.5114,-21.2048,-18.5900,,-4.3036,-5.1026,-24.3494,,,,-2.6819,-6.4710,,-8.3081,-21.2987,-24.0418,-10.9400,-9.5208,-22.7166,,-7.6237,,-8.8258,,-13.9000,,-2.9917,,,-2.5429,-3.7090,-0.4500,-3.0924,-21.6446,-2.9799,-10.9400,-21.6675,-6.4610,-2.6119,-3.6896,-1.0624,-7.0722,0.0000,,-10.6367,-2.7902,,0.0422,-23.1366,-2.0910,,-20.5522,,-12.7500,
41,-23.0346,0.0196,,-16.9398,-4.0787,-10.4493,-8.4116,-24.4496,-4.8331,-27.3139,,-31.6986,,-14.8419,,-5.5818,-21.1611,-18.5837,,-4.2500,-5.1233,-24.3552,,,,-2.6714,-6.4659,,-8.3116,-21.2981,-24.0300,-10.9497,-9.5238,-22.7098,,-7.6838,,-8.9530,,-13.9444,,-2.9687,,,-2.5266,-3.6818,-0.3767,-3.0016,-21.6200,-2.9468,-10.9525,-21.6381,-6.4562,-2.4822,-3.6621,-1.0468,-7.1900,0.0000,,-10.6211,-2.7358,,0.0535,-23.1355,-2.0922,,-20.5373,,-12.7500,
42,-23.0340,0.0186,,-16.9345,-4.0737,-10.4580,-8.4156,-24.4634,-4.8210,-27.3346,,-31.7014,,-14.7851,,-5.6521,-21.1209,-18.5772,,-4.1996,-5.1437,-24.3608,,,,-2.6675,-6.4609,,-8.3156,-21.2962,-24.0125,-10.9595,-9.5273,-22.7041,,-7.7490,,-9.0795,,-13.9879,,-2.9487,,,-2.5110,-3.6535,-0.3072,-2.9137,-21.5965,-2.9169,-10.9650,-21.6100,-6.4515,-2.3697,-3.6343,-1.0320,-7.3056,0.0000,,-10.6060,-2.6824,,0.0638,-23.1343,-2.0954,,-20.5224,,-12.7500,
43,-23.0333,0.0169,,-16.9293,-4.0688,-10.4661,-8.4203,-24.4770,-4.8098,-27.3584,,-31.7042,,-14.7297,,-5.7223,-21.0900,-18.5706,,-4.1527,-5.1639,-24.3663,,,,-2.6717,-6.4560,,-8.3203,-21.2934,-23.9896,-10.9691,-9.5315,-22.7000,,-7.8150,,-9.2053,,-14.0308,,-2.9330,,,-2.4962,-3.6248,-0.2425,-2.8320,-21.5736,-2.8907,-10.9775,-21.5830,-6.4471,-2.2755,-3.6060,-1.0181,-7.4190,0.0000,,-10.5917,-2.6304,,0.0722,-23.1331,-2.1003,,-20.5075,,-12.7500,
44,-23.0324,0.0149,,-16.9239,-4.0642,-10.4738,-8.4256,-24.4904,-4.7993,-27.3815,,-31.7070,,-14.6755,,-5.7923,-21.0680,-18.5642,,-4.1098,-5.1840,-24.3717,,,,-2.6819,-6.4514,,-8.3256,-21.2897,-23.9644,-10.9788,-9.5365,-22.6976,,-7.8915,,-9.3303,,-14.0731,,-2.9227,,,-2.4820,-3.5960,-0.1836,-2.7599,-21.5515,-2.8685,-10.9900,-21.5563,-6.4428,-2.2006,-3.5771,-1.0051,-7.5302,0.0000,,-10.5782,-2.5798,,0.0779,-23.1313,-2.1063,,-20.4925,,-12.7500,
45,-23.0314,0.0125,,-16.9182,-4.0599,-10.4812,-8.4315,-24.5037,-4.7894,-27.4000,,-31.7099,,-14.6225,,-5.8622,-21.0498,-18.5580,,-4.0714,-5.2041,-24.3768,,,,-2.6943,-6.4470,,-8.3315,-21.2853,-23.9402,-10.9884,-9.5422,-22.6959,,-7.9609,,-9.4547,,-14.1149,,-2.9190,,,-2.4687,-3.5677,-0.1313,-2.7008,-21.5303,-2.8508,-11.0025,-21.5300,-6.4387,-2.1462,-3.5472,-0.9930,-7.6395,0.0000,,-10.5657,-2.5309,,0.0800,-23.1287,-2.1130,,-20.4776,,-12.7500,
46,-23.0302,0.0099,,-16.9120,-4.0557,-10.4883,-8.4379,-24.5169,-4.7802,-27.4139,,-31.7130,,-14.5706,,-5.9319,-21.0336,-18.5520,,-4.0377,-5.2243,-24.3819,,,,-2.7108,-6.4427,,-8.3379,-21.2804,-23.9200,-10.9981,-9.5486,-22.6945,,-8.0330,,-9.5782,,-14.1563,,-2.9196,-10.5600,,-2.4562,-3.5403,-0.0864,-2.6523,-21.5100,-2.8373,-11.0150,-21.5045,-6.4347,-2.1133,-3.5162,-0.9821,-7.7467,0.0000,,-10.5544,-2.4838,,0.0785,-23.1254,-2.1201,,-20.4627,,-12.7500,
47,-23.0290,0.0073,,-16.9052,-4.0519,-10.4954,-8.4448,-24.5299,-4.7713,-27.4262,,-31.7162,,-14.5198,,-6.0014,-21.0176,-18.5462,,-4.0093,-5.2445,-24.3868,,,,-2.7330,-6.4385,,-8.3448,-21.2751,-23.9036,-11.0076,-9.5557,-22.6927,,-8.1087,,-9.7010,,-14.1974,,-2.9212,-10.5762,,-2.4445,-3.5143,-0.0500,-2.6090,-21.4915,-2.8265,-11.0275,-21.4800,-6.4309,-2.0925,-3.4839,-0.9724,-7.8520,0.0000,,-10.5443,-2.4387,,0.0743,-23.1216,-2.1269,,-20.4478,,-12.7500,
48,-23.0276,0.0046,,-16.8979,-4.0483,-10.5024,-8.4523,-24.5427,-4.7629,-27.4374,,-31.7194,,-14.4700,,-6.0707,-21.0000,-18.5405,,-3.9864,-5.2650,-24.3916,,,,-2.7558,-6.4346,,-8.3523,-21.2695,-23.8886,-11.0172,-9.5633,-22.6900,,-8.1883,,-9.8230,,-14.2383,,-2.9235,-10.5925,,-2.4337,-3.4901,-0.0228,-2.5697,-21.4746,-2.8179,-11.0400,-21.4567,-6.4273,-2.0735,-3.4501,-0.9639,-7.9554,0.0000,,-10.5356,-2.3959,,0.0681,-23.1173,-2.1332,,-20.4328,,-12.7500,
49,-23.0262,0.0022,,-16.8903,-4.0450,-10.5095,-8.4604,-24.5553,-4.7547,-27.4485,,-31.7224,,-14.4212,,-6.1398,-20.9807,-18.5351,,-3.9696,-5.2858,-24.3962,,,,-2.7744,-6.4308,,-8.3604,-21.2639,-23.8748,-11.0268,-9.5714,-22.6836,,-8.2663,,-9.9441,,-14.2792,,-2.9264,-10.6086,,-2.4238,-3.4683,-0.0059,-2.5333,-21.4580,-2.8105,-11.0525,-21.4342,-6.4238,-2.0562,-3.4145,-0.9568,-8.0571,0.0000,,,-2.3554,,0.0602,-23.1129,-2.1383,,-20.4179,,-12.7500,
50,-23.0243,0.0000,,-16.8825,-4.0420,-10.5168,-8.4690,-24.5678,-4.7468,-27.4600,,-31.7249,,-14.3732,,-6.2087,-20.9608,-18.5300,,-3.9592,-5.3070,-24.4007,,,,-2.7885,-6.4271,,-8.3690,-21.2584,-23.8620,-11.0363,-9.5801,-22.6727,,-8.3439,,-10.0644,-0.8000,-14.3200,,-2.9296,-10.6248,,-2.4149,-3.4492,0.0000,-2.4988,-21.4402,-2.8037,-11.0650,-21.4124,-6.4204,-2.0405,-3.3769,-0.9511,-8.1570,0.0000,,,-2.3175,,0.0514,-23.1083,-2.1420,,-20.4030,,-12.7500,
51,-23.0215,-0.0022,,-16.8747,-4.0393,-10.5244,-8.4780,-24.5801,-4.7389,-27.4726,,-31.7269,,-14.3260,,-6.2773,-20.9405,-18.5253,,-3.9557,-5.3286,-24.4050,,,,-2.8013,-6.4236,,-8.3780,-21.2525,-23.8500,-11.0458,-9.5893,-22.6601,,-8.4267,,-10.1839,-0.8141,-14.3606,,-2.9327,-10.6409,,-2.4069,-3.4335,-0.0000,-2.4649,-21.4200,-2.7967,-11.0775,-21.3910,-6.4172,-2.0261,-3.3337,-0.9462,-8.2553,0.0196,,,-2.2824,,0.0420,-23.1038,-2.1445,,-20.3881,,-12.7493,
52,-23.0180,-0.0046,,-16.8672,-4.0369,-10.5324,-8.4876,-24.5923,-4.7311,-27.4859,,-31.7287,,-14.2796,,-6.3457,-20.9202,-18.5208,,-3.9570,-5.3508,-24.4092,,,,-2.8130,-6.4202,,-8.3876,-21.2457,-23.8393,-11.0552,-9.5989,-22.6483,,-8.5120,,-10.3024,-0.8284,-14.4006,,-2.9356,-10.6571,,-2.4000,-3.4208,-0.0000,-2.4307,-21.3951,-2.7888,-11.0900,-21.3700,-6.4141,-2.0130,-3.2829,-0.9413,-8.3520,0.0728,,,-2.2501,,0.0326,-23.0996,-2.1464,,-20.3731,-8.9400,-12.7473,
53,-23.0138,-0.0073,,-16.8600,-4.0348,-10.5410,-8.4977,-24.6042,-4.7233,-27.4989,,-31.7302,,-14.2338,,-6.4138,-20.9000,-18.5166,,-3.9607,-5.3736,-24.4133,,,,-2.8238,-6.4170,,-8.3977,-21.2381,-23.8299,-11.0647,-9.6090,-22.6400,,-8.5900,,-10.4200,-0.8428,-14.4404,,-2.9380,-10.6731,,-2.3936,-3.4103,-0.0001,-2.3949,-21.3661,-2.7791,-11.1025,-21.3497,-6.4111,-2.0010,-3.2263,-0.9365,-8.4472,0.1512,,,-2.2210,,0.0238,-23.0955,-2.1480,,-20.3582,-8.9439,-12.7442,
54,-23.0091,-0.0099,,-16.8533,-4.0331,-10.5501,-8.5083,-24.6160,-4.7153,-27.5106,,-31.7318,,-14.1887,,-6.4816,-20.8803,-18.5124,,-3.9667,-5.3972,-24.4172,,,,-2.8337,-6.4139,,-8.4083,-21.2300,-23.8209,-11.0741,-9.6194,-22.6351,,-8.6729,,-10.5367,-0.8574,-14.4801,,-2.9396,-10.6892,,-2.3873,-3.4015,-0.0002,-2.3565,-21.3356,-2.7669,-11.1150,-21.3302,-6.4082,-1.9900,-3.1659,-0.9318,-8.5409,0.2464,,,-2.1952,,0.0161,-23.0913,-2.1493,,-20.3433,-8.9495,-12.7400,
55,-23.0040,-0.0125,,-16.8470,-4.0318,-10.5600,-8.5194,-24.6276,-4.7070,-27.5200,,-31.7335,,-14.1441,,-6.5491,-20.8609,-18.5084,,-3.9745,-5.4215,-24.4210,,,,-2.8429,-6.4109,,-8.4194,-21.2213,-23.8112,-11.0835,-9.6301,-22.6314,,-8.7648,,-10.6525,-0.8722,-14.5200,,-2.9402,-10.7052,,-2.3812,-3.3939,-0.0003,-2.3143,-21.3060,-2.7515,-11.1275,-21.3109,-6.4055,-1.9798,-3.1039,-0.9271,-8.6332,0.3500,,,-2.1729,,0.0100,-23.0871,-2.1506,,-20.3284,-8.9568,-12.7349,
56,-22.9985,-0.0149,,-16.8409,-4.0308,-10.5703,-8.5309,-24.6390,-4.6984,-27.5270,,-31.7354,,-14.1000,,-6.6163,-20.8413,-18.5042,,-3.9839,-5.4467,-24.4247,,,,-2.8515,-6.4080,,-8.4309,-21.2123,-23.8000,-11.0928,-9.6411,-22.6281,,-8.8544,,-10.7673,-0.8871,-14.5596,,-2.9353,-10.7213,,-2.3751,-3.3869,-0.0004,-2.2653,-21.2800,-2.7225,-11.1400,-21.2910,-6.4029,-1.9703,-3.0421,-0.9225,-8.7241,0.4536,,,-2.1542,,0.0048,-23.0829,-2.1519,,-20.3134,-8.9656,-12.7290,
57,-22.9928,-0.0169,,-16.8348,-4.0302,-10.5807,-8.5429,-24.6502,-4.6895,-27.5327,,-31.7374,,-14.0564,,-6.6832,-20.8212,-18.5000,,-3.9946,-5.4728,-24.4284,,,,-2.8598,-6.4053,,-8.4429,-21.2031,-23.7855,-11.1022,-9.6524,-22.6246,,-8.9354,,-10.8811,-0.9022,-14.5987,,-2.9219,-10.7372,,-2.3691,-3.3799,-0.0005,-2.2087,-21.2582,-2.6731,-11.1525,-21.2700,-6.4003,-1.9613,-2.9826,-0.9179,-8.8138,0.5488,,,-2.1393,,-0.0007,-23.0785,-2.1535,,-20.2985,-8.9759,-12.7224,
58,-22.9869,-0.0186,,-16.8287,-4.0300,-10.5912,-8.5553,-24.6613,-4.6800,-27.5379,,-31.7394,,-14.0131,,-6.7497,-20.8000,-18.4956,,-4.0064,-5.5000,-24.4319,,,,-2.8677,-6.4027,,-8.4553,-21.1939,-23.7681,-11.1115,-9.6639,-22.6200,,-9.0176,,-10.9939,-0.9175,-14.6380,,-2.9016,-10.7532,,-2.3633,-3.3724,-0.0007,-2.1471,-21.2385,-2.6079,-11.1650,-21.2474,-6.3979,-1.9527,-2.9274,-0.9135,-8.9023,0.6272,,,-2.1285,,-0.0061,-23.0740,-2.1554,,-20.2836,-8.9875,-12.7153,
59,-22.9810,-0.0196,,-16.8223,-4.0305,-10.6017,-8.5682,-24.6721,-4.6698,-27.5434,,-31.7412,,-13.9702,,-6.8159,-20.7775,-18.4912,,-4.0190,-5.5288,-24.4354,,,,-2.8756,-6.4001,,-8.4682,-21.1846,-23.7499,-11.1207,-9.6756,-22.6137,,-9.1059,,-11.1056,-0.9329,-14.6783,,-2.8760,-10.7691,,-2.3576,-3.3639,-0.0008,-2.0830,-21.2197,-2.5312,-11.1775,-21.2236,-6.3956,-1.9444,-2.8784,-0.9091,-8.9897,0.6804,,,-2.1219,,-0.0114,-23.0694,-2.1579,,-20.2687,-9.0005,-12.7078,
60,-22.9752,-0.0200,,-16.8154,-4.0321,-10.6124,-8.5815,-24.6828,-4.6587,-27.5500,,-31.7426,,-13.9275,,-6.8817,-20.7540,-18.4870,,-4.0321,-5.5595,-24.4388,,,,-2.8834,-6.3977,,-8.4815,-21.1756,-23.7332,-11.1300,-9.6874,-22.6059,,-9.1904,,-11.2163,-0.9485,-14.7200,,-2.8467,-10.7851,,-2.3522,-3.3539,-0.0010,-2.0192,-21.2006,-2.4476,-11.1900,-21.1990,-6.3934,-1.9362,-2.8377,-0.9048,-9.0760,0.7000,,,-2.1196,,-0.0164,-23.0647,-2.1610,,-20.2537,-9.0147,-12.7000,
61,-22.9689,-0.0200,,-16.8080,-4.0346,-10.6231,-8.5952,-24.6932,-4.6470,-27.5584,,-31.7437,,-13.8849,,-6.9471,-20.7297,-18.4830,,-4.0454,-5.5919,-24.4422,,,,-2.8914,-6.3954,,-8.4952,-21.1666,-23.7200,-11.1392,-9.6993,-22.5973,,-9.2783,,-11.3259,-0.9643,-14.7678,,-2.8154,-10.8009,,-2.3469,-3.3417,-0.0013,-1.9580,-21.1800,-2.3616,-11.2026,-21.1743,-6.3912,-1.9279,-2.8073,-0.9006,-9.1613,0.7000,,,-2.1224,,-0.0208,-23.0597,-2.1698,,-20.2388,-9.0301,-12.6883,
62,-22.9619,-0.0200,,-16.7998,-4.0380,-10.6340,-8.6094,-24.7035,-4.6348,-27.5682,,-31.7446,,-13.8425,,-7.0121,-20.7050,-18.4790,,-4.0587,-5.6260,-24.4454,,,,-2.8997,-6.3932,,-8.5094,-21.1576,-23.7106,-11.1484,-9.7118,-22.5884,,-9.3620,,-11.4345,-0.9802,-14.8100,,-2.7838,-10.8168,,-2.3418,-3.3270,-0.0015,-1.9022,-21.1574,-2.2777,-11.2153,-21.1500,-6.3892,-1.9195,-2.7845,-0.8965,-9.2456,0.7000,,,-2.1304,,-0.0246,-23.0546,-2.1876,,-20.2239,-9.0465,-12.6701,
63,-22.9544,-0.0200,,-16.7908,-4.0422,-10.6449,-8.6239,-24.7136,-4.6221,-27.5788,,-31.7455,,-13.8002,,-7.0767,-20.6800,-18.4752,,-4.0717,-5.6615,-24.4487,,,,-2.9085,-6.3910,,-8.5239,-21.1483,-23.7031,-11.1574,-9.7254,-22.5800,,-9.4512,,-11.5419,-0.9962,-14.8360,,-2.7535,-10.8326,,-2.3369,-3.3005,-0.0018,-1.8543,-21.1336,-2.2003,-11.2282,-21.1260,-6.3872,-1.9108,-2.7647,-0.8926,-9.3291,0.7000,,,-2.1433,,-0.0275,-23.0492,-2.2121,,-20.2090,-9.0638,-12.6473,
64,-22.9465,-0.0200,,-16.7812,-4.0472,-10.6559,-8.6388,-24.7234,-4.6092,-27.5896,,-31.7462,,-13.7578,,-7.1409,-20.6543,-18.4714,,-4.0840,-5.6982,-24.4518,,,,-2.9178,-6.3890,,-8.5388,-21.1390,-23.6963,-11.1665,-9.7399,-22.5717,,-9.5411,,-11.6482,-1.0124,-14.8567,,-2.7262,-10.8485,,-2.3322,-3.2567,-0.0021,-1.8169,-21.1090,-2.1339,-11.2411,-21.1020,-6.3853,-1.9016,-2.7475,-0.8887,-9.4117,0.7000,,,-2.1607,,-0.0293,-23.0435,-2.2410,,-20.1940,-9.0821,-12.6217,
65,-22.9385,-0.0200,,-16.7713,-4.0528,-10.6670,-8.6541,-24.7330,-4.5962,-27.6000,,-31.7470,,-13.7154,,-7.2046,-20.6277,-18.4677,,-4.0955,-5.7361,-24.4549,,,,-2.9278,-6.3870,,-8.5541,-21.1295,-23.6890,-11.1755,-9.7553,-22.5631,,-9.6242,,-11.7533,-1.0288,-14.8800,,-2.7034,-10.8642,,-2.3278,-3.2004,-0.0024,-1.7925,-21.0843,-2.0830,-11.2541,-21.0780,-6.3834,-1.8917,-2.7322,-0.8850,-9.4936,0.7000,,,-2.1822,,-0.0300,-23.0376,-2.2719,,-20.1791,-9.1011,-12.5951,
66,-22.9306,-0.0200,,-16.7611,-4.0591,-10.6782,-8.6698,-24.7424,-4.5833,-27.6104,,-31.7477,,-13.6728,,-7.2679,-20.6009,-18.4640,,-4.1058,-5.7749,-24.4579,,,,-2.9387,-6.3851,,-8.5698,-21.1198,-23.6800,-11.1844,-9.7716,-22.5547,,-9.7064,,-11.8572,-1.0453,-14.9100,,-2.6841,-10.8800,,-2.3237,-3.1361,-0.0027,-1.7767,-21.0600,-2.0432,-11.2671,-21.0540,-6.3816,-1.8812,-2.7183,-0.8814,-9.5749,0.7000,,,-2.2073,,-0.0296,-23.0314,-2.3024,,-20.1642,-9.1209,-12.5693,
67,-22.9229,-0.0200,,-16.7508,-4.0660,-10.6895,-8.6859,-24.7515,-4.5705,-27.6212,,-31.7484,,-13.6301,,-7.3308,-20.5748,-18.4604,,-4.1148,-5.8144,-24.4609,,,,-2.9506,-6.3832,,-8.5859,-21.1100,-23.6684,-11.1933,-9.7886,-22.5468,,-9.7969,,-11.9600,-1.0619,-14.9441,,-2.6660,-10.8965,,-2.3198,-3.0687,-0.0030,-1.7632,-21.0358,-2.0068,-11.2802,-21.0300,-6.3799,-1.8697,-2.7051,-0.8779,-9.6555,0.7000,,,-2.2357,,-0.0286,-23.0249,-2.3302,,-20.1493,-9.1413,-12.5461,
68,-22.9158,-0.0200,,-16.7408,-4.0733,-10.7010,-8.7023,-24.7604,-4.5581,-27.6318,,-31.7490,,-13.5871,,-7.3931,-20.5500,-18.4569,,-4.1220,-5.8545,-24.4638,,,,-2.9636,-6.3815,,-8.6023,-21.1001,-23.6547,-11.2022,-9.8064,-22.5400,,-9.8780,,-12.0615,-1.0787,-14.9801,,-2.6488,-10.9142,,-2.3163,-3.0027,-0.0034,-1.7515,-21.0115,-1.9733,-11.2933,-21.0060,-6.3783,-1.8575,-2.6920,-0.8746,-9.7356,0.7000,,,-2.2669,,-0.0269,-23.0182,-2.3530,,-20.1343,-9.1623,-12.5272,
69,-22.9093,-0.0200,,-16.7310,-4.0811,-10.7125,-8.7190,-24.7690,-4.5462,-27.6416,,-31.7496,,-13.5437,,-7.4549,-20.5268,-18.4534,,-4.1272,-5.8950,-24.4667,,,,-2.9779,-6.3797,,-8.6190,-21.0900,-23.6398,-11.2111,-9.8249,-22.5345,,-9.9663,,-12.1618,-1.0957,-15.0161,,-2.6322,-10.9330,,-2.3130,-2.9428,-0.0038,-1.7414,-20.9872,-1.9423,-11.3063,-20.9820,-6.3766,-1.8446,-2.6786,-0.8715,-9.8152,0.7000,,,-2.3006,,-0.0249,-23.0112,-2.3683,,-20.1194,-9.1837,-12.5146,
70,-22.9030,-0.0200,,-16.7216,-4.0893,-10.7242,-8.7361,-24.7775,-4.5349,-27.6500,,-31.7504,,-13.5000,,-7.5163,-20.5047,-18.4500,,-4.1302,-5.9357,-24.4695,,,,-2.9937,-6.3781,,-8.6361,-21.0797,-23.6246,-11.2200,-9.8439,-22.5299,,-10.0579,,-12.2609,-1.1127,-15.0500,,-2.6160,-10.9525,,-2.3101,-2.8937,-0.0042,-1.7324,-20.9633,-1.9133,-11.3193,-20.9580,-6.3751,-1.8312,-2.6641,-0.8685,-9.8944,0.7000,,,-2.3363,,-0.0225,-23.0041,-2.3740,,-20.1045,-9.2055,-12.5100,
71,-22.8970,-0.0206,,-16.7124,-4.0977,-10.7359,-8.7535,-24.7858,-4.5244,-27.6572,,-31.7514,,-13.4562,,-7.5771,-20.4831,-18.4467,,-4.1318,-5.9766,-24.4722,,,,-3.0123,-6.3765,,-8.6535,-21.0693,-23.6100,-11.2289,-9.8635,-22.5255,,-10.1483,,-12.3587,-1.1299,-15.0819,,-2.5999,-10.9727,,-2.3075,-2.8602,-0.0046,-1.7242,-20.9400,-1.8859,-11.3321,-20.9340,-6.3735,-1.8175,-2.6481,-0.8656,-9.9732,0.7016,,,-2.3737,,-0.0199,-22.9967,-2.3735,,-20.0896,-9.2277,-12.5100,
72,-22.8911,-0.0221,,-16.7033,-4.1064,-10.7478,-8.7712,-24.7940,-4.5148,-27.6637,,-31.7526,,-13.4125,,-7.6374,-20.4617,-18.4436,,-4.1333,-6.0173,-24.4750,,,-10.3800,-3.0350,-6.3749,,-8.6712,-21.0587,-23.5960,-11.2378,-9.8835,-22.5207,,-10.2369,,-12.4551,-1.1472,-15.1134,,-2.5836,-10.9933,,-2.3053,-2.8468,-0.0050,-1.7164,-20.9175,-1.8596,-11.3449,-20.9100,-6.3720,-1.8036,-2.6298,-0.8630,-10.0517,0.7061,,,-2.4124,,-0.0173,-22.9891,-2.3721,,-20.0746,-9.2500,-12.5100,
73,-22.8853,-0.0243,,-16.6941,-4.1153,-10.7598,-8.7892,-24.8021,-4.5063,-27.6696,,-31.7539,,-13.3690,,-7.6971,-20.4400,-18.4406,,-4.1345,-6.0577,-24.4776,,,-10.3902,-3.0615,-6.3734,,-8.6892,-21.0479,-23.5820,-11.2467,-9.9040,-22.5150,,-10.3230,,-12.5503,-1.1647,-15.1446,,-2.5669,-11.0139,-31.4118,-2.3034,-2.8452,-0.0055,-1.7087,-20.8958,-1.8339,-11.3575,-20.8864,-6.3705,-1.7897,-2.6098,-0.8605,-10.1300,0.7132,,,-2.4519,,-0.0146,-22.9814,-2.3701,,-20.0597,-9.2752,-12.5100,
74,-22.8796,-0.0270,,-16.6847,-4.1243,-10.7720,-8.8075,-24.8100,-4.4990,-27.6750,,-31.7550,,-13.3257,,-7.7563,-20.4180,-18.4377,,-4.1356,-6.0977,-24.4802,,,-10.4003,-3.0915,-6.3719,,-8.7075,-21.0369,-23.5680,-11.2556,-9.9248,-22.5078,,-10.4140,,-12.6441,-1.1823,-15.1753,,-2.5495,-11.0345,-31.4128,-2.3019,-2.8441,-0.0060,-1.7006,-20.8742,-1.8085,-11.3700,-20.8633,-6.3691,-1.7759,-2.5889,-0.8582,-10.2082,0.7224,,,-2.4918,,-0.0122,-22.9735,-2.3677,,-20.0448,-9.3056,-12.5100,
75,-22.8737,-0.0300,,-16.6750,-4.1333,-10.7842,-8.8261,-24.8178,-4.4931,-27.6800,,-31.7557,,-13.2826,,-7.8148,-20.3960,-18.4348,,-4.1366,-6.1372,-24.4828,,,-10.4103,-3.1249,-6.3704,,-8.7261,-21.0257,-23.5540,-11.2645,-9.9459,-22.4993,,-10.5026,,-12.7365,-1.2000,-15.2056,,-2.5311,-11.0547,-31.4139,-2.3009,-2.8433,-0.0065,-1.6919,-20.8525,-1.7831,-11.3823,-20.8399,-6.3677,-1.7623,-2.5670,-0.8560,-10.2863,0.7333,,,-2.5318,,-0.0100,-22.9653,-2.3650,,-20.0299,-9.3405,-12.5100,
76,-22.8677,-0.0330,,-16.6650,-4.1423,-10.7966,-8.8450,-24.8256,-4.4887,-27.6845,,-31.7561,,-13.2396,,-7.8728,-20.3740,-18.4319,,-4.1374,-6.1758,-24.4853,,,-10.4201,-3.1613,-6.3690,,-8.7450,-21.0144,-23.5400,-11.2735,-9.9672,-22.4899,,-10.5844,,-12.8276,-1.2183,-15.2354,,-2.5098,-11.0744,-31.4150,-2.3002,-2.8426,-0.0070,-1.6821,-20.8300,-1.7577,-11.3944,-20.8157,-6.3663,-1.7491,-2.5442,-0.8541,-10.3643,0.7456,,,-2.5714,,-0.0078,-22.9565,-2.3623,,-20.0149,-9.3794,-12.5100,
