depth [m],Agassiz77,Agassiz79a,Agassiz79b,Agassiz84,CVI_EPF,CampCentury,CampIII_78b,CampVI,DYE-3,Devon72,Devon73,Devon98,FOXX1,FOXX2,FladeIsblink06,GISP2,GRIP,GULL,HansTausen_Dome,HansTausen_Hare,Isua_10,Isua_11,Isua_12,Isua_13,Isua_14,Isunnguata_13km-10,Isunnguata_27km-11A,Isunnguata_27km-11B,Isunnguata_27km-11C,Isunnguata_27km-12A,Isunnguata_27km-12B,Isunnguata_27km-12C,Isunnguata_33km_14N,Isunnguata_33km_14SA,Isunnguata_33km_14SB,Isunnguata_33km_14W,Isunnguata_33km_15CA,Isunnguata_33km_15CB,Isunnguata_33km_15E,Isunnguata_33km_15N,Isunnguata_33km_15S,Isunnguata_46km-11A,Isunnguata_46km-11B,Isunnguata_M1-10,Isunnguata_M2-10B,Jakobshavn89A,Jakobshavn89B,Jakobshavn95D_I1,Jakobshavn95D_I2,Jakobshavn95D_T3,Jakobshavn95D_T4,Jakobshavn95D_T5,Meighen67,NEEM,NGRIP,Penny96,PrinceWales05,Renland88,SiteII,SiteII_EGIG,StationCentrale,StationCentrale_EGIG,Store_R30_BH19c,Store_S30,TD1_88,TD2_88,TD3_88,TD4_91a,TD4_91b,TD5_90,TD5_91,Tuto_D-11
40,-24.0400,-21.6660,-21.6460,-21.2040,-13.8120,-24.3358,0.0000,-13.9000,,-23.1353,-23.0341,-22.7180,-1.1557,-2.6993,,,,-1.0810,-20.5522,-14.9000,-3.0149,-3.0141,-3.0854,-3.6812,-3.7090,-2.0910,,-3.1683,-2.7902,-4.4635,-4.8555,-4.0885,-5.1040,,,-10.9400,,,-10.9400,-10.4250,,-9.5220,,0.0200,0.0400,-5.3375,1.9735,,,-8.2640,,,-16.9465,,,-12.7500,-21.2987,-18.5900,-24.4259,-24.3093,-27.3000,-27.1846,-7.5934,,,-2.5920,-0.6000,-6.4867,-6.4813,-8.3850,-8.4850,-10.6399
41,-24.0300,-21.6380,-21.6200,-21.1660,-13.8593,-24.3415,0.0000,-13.9420,,-23.1346,-23.0332,-22.7120,-1.1528,-2.6834,,,-31.6986,-1.0680,-20.5373,-14.8533,-2.9957,-2.9814,-3.0085,-3.6508,-3.6840,-2.0961,,-2.9925,-2.7567,-4.4174,-4.8457,-4.0853,-5.1260,,,-10.9525,,,-10.9495,-10.4340,,-9.5238,,0.0180,0.0480,-5.3994,1.7622,,,-8.3687,,,-16.9407,,,-12.7500,-21.2947,-18.5836,-24.4383,-24.3235,-27.3200,-27.1962,-7.6582,,,-2.5760,-0.5400,-6.4840,-6.4787,-8.4020,-8.5020,-10.6268
42,-24.0080,-21.6100,-21.5980,-21.1280,-13.9066,-24.3472,0.0000,-13.9840,,-23.1338,-23.0324,-22.7060,-1.1498,-2.6675,,,-31.7014,-1.0550,-20.5224,-14.8067,-2.9765,-2.9488,-2.9316,-3.6203,-3.6589,-2.1012,,-2.8167,-2.7232,-4.3712,-4.8360,-4.0820,-5.1480,,,-10.9650,,,-10.9590,-10.4430,,-9.5326,,0.0160,0.0560,-5.4612,1.5510,,,-8.4734,,,-16.9350,,,-12.7500,-21.2906,-18.5772,-24.4507,-24.3376,-27.3400,-27.2058,-7.7182,,,-2.5600,-0.4800,-6.4813,-6.4760,-8.4190,-8.5190,-10.6138
43,-23.9860,-21.5840,-21.5760,-21.0900,-13.9538,-24.3529,0.0000,-14.0260,,-23.1331,-23.0315,-22.7000,-1.1469,-2.6764,,,-31.7043,-1.0420,-20.5075,-14.7600,-2.9573,-2.9161,-2.8546,-3.5899,-3.6339,-2.1063,,-2.6408,-2.6896,-4.3250,-4.8262,-4.0787,-5.1700,,,-10.9775,,,-10.9685,-10.4520,,-9.5414,,0.0140,0.0640,-5.5231,1.3398,,,-8.5781,,,-16.9292,,,-12.7500,-21.2866,-18.5708,-24.4631,-24.3517,-27.3600,-27.2153,-7.7854,,,-2.5440,-0.4200,-6.4787,-6.4733,-8.4360,-8.5360,-10.6008
44,-23.9640,-21.5580,-21.5540,-21.0720,-14.0011,-24.3585,0.0000,-14.0680,,-23.1293,-23.0306,-22.6980,-1.1439,-2.6853,,,-31.7071,-1.0290,-20.4925,-14.7133,-2.9381,-2.8835,-2.7777,-3.5595,-3.6088,-2.1114,,-2.4650,-2.6561,-4.2789,-4.8165,-4.0755,-5.1920,,,-10.9900,,,-10.9780,-10.4610,,-9.5501,,0.0120,0.0720,-5.5850,1.1286,,,-8.6828,,,-16.9235,,,-12.7500,-21.2826,-18.5644,-24.4755,-24.3659,-27.3800,-27.2249,-7.8564,,,-2.5280,-0.3600,-6.4760,-6.4707,-8.4530,-8.5530,-10.5877
45,-23.9420,-21.5320,-21.5320,-21.0540,-14.0484,-24.3642,0.0000,-14.1100,,-23.1256,-23.0297,-22.6960,-1.1410,-2.6943,,,-31.7099,-1.0161,-20.4776,-14.6667,-2.9190,-2.8508,-2.7008,-3.5290,-3.5838,-2.1165,,-2.2891,-2.6226,-4.2327,-4.8068,-4.0723,-5.2140,,,-11.0025,,,-10.9875,-10.4700,,-9.5589,,0.0100,0.0800,-5.6469,0.9173,,,-8.7875,,,-16.9177,,,-12.7500,-21.2786,-18.5580,-24.4879,-24.3800,-27.4000,-27.2344,-7.9364,,,-2.5120,-0.3000,-6.4733,-6.4680,-8.4700,-8.5700,-10.5747
46,-23.9200,-21.5060,-21.5100,-21.0360,-14.0957,-24.3699,0.0000,-14.1520,,-23.1219,-23.0288,-22.6940,-1.1380,-2.7143,,,-31.7129,-1.0031,-20.4627,-14.6200,-2.9211,-2.8409,-2.6621,-3.4986,-3.5587,-2.1216,,-2.1133,-2.5890,-4.1865,-4.7970,-4.0690,-5.2360,,,-11.0150,-10.5600,,-10.9970,-10.4790,,-9.5677,,0.0080,0.0730,-5.7088,0.7061,,,-8.8922,,,-16.9120,,,-12.7500,-21.2745,-18.5524,-24.5003,-24.3941,-27.4120,-27.2440,-7.9972,,,-2.4960,-0.2400,-6.4707,-6.4653,-8.4870,-8.5870,-10.5616
47,-23.9060,-21.4800,-21.4920,-21.0180,-14.1430,-24.3756,0.0000,-14.1940,,-23.1182,-23.0279,-22.6920,-1.1351,-2.7343,,,-31.7159,-0.9901,-20.4478,-14.5733,-2.9232,-2.8310,-2.6235,-3.4682,-3.5337,-2.1267,,-2.1017,-2.5555,-4.1404,-4.7873,-4.0657,-5.2580,,,-11.0275,-10.5760,,-11.0065,-10.4880,,-9.5765,,0.0060,0.0660,-5.7706,0.4949,,,-8.9969,,,-16.9046,,,-12.7500,-21.2705,-18.5468,-24.5127,-24.4083,-27.4240,-27.2535,-8.0758,,,-2.4800,-0.1800,-6.4680,-6.4627,-8.5040,-8.6040,-10.5486
48,-23.8920,-21.4580,-21.4740,-21.0000,-14.1903,-24.3813,0.0000,-14.2360,,-23.1145,-23.0271,-22.6900,-1.1321,-2.7543,,,-31.7189,-0.9771,-20.4328,-14.5267,-2.9253,-2.8210,-2.5849,-3.4377,-3.5086,-2.1318,,-2.0901,-2.5220,-4.0942,-4.7775,-4.0625,-5.2800,,,-11.0400,-10.5920,,-11.0160,-10.4970,,-9.5852,,0.0040,0.0590,-5.8325,0.2837,,,-9.1016,,,-16.8971,,,-12.7500,-21.2665,-18.5412,-24.5251,-24.4224,-27.4360,-27.2631,-8.1521,,,-2.4640,-0.1200,-6.4653,-6.4600,-8.5210,-8.6210,-10.5356
49,-23.8780,-21.4360,-21.4560,-20.9800,-14.2376,-24.3870,0.0000,-14.2780,,-23.1107,-23.0262,-22.6800,-1.1331,-2.7744,,,-31.7219,-0.9641,-20.4179,-14.4800,-2.9274,-2.8111,-2.5462,-3.4073,-3.4836,-2.1369,,-2.0785,-2.4885,-4.0480,-4.7677,-4.0593,-5.3020,,,-11.0525,-10.6080,,-11.0255,-10.5060,,-9.5940,,0.0020,0.0520,-5.8944,0.0724,,,-9.2063,,,-16.8897,,,-12.7500,-21.2624,-18.5356,-24.5375,-24.4365,-27.4480,-27.2727,-8.2352,,,-2.4480,-0.0600,-6.4627,-6.4573,-8.5380,-8.6380,
50,-23.8640,-21.4140,-21.4380,-20.9600,-14.2849,-24.3926,0.0000,-14.3200,,-23.1070,-23.0215,-22.6700,-1.1341,-2.7848,,,-31.7249,-0.9511,-20.4030,-14.4333,-2.9296,-2.8011,-2.5076,-3.3769,-3.4585,-2.1420,,-2.0669,-2.4549,-4.0018,-4.7580,-4.0560,-5.3240,,,-11.0650,-10.6240,,-11.0350,-10.5150,,-9.6028,,0.0000,0.0450,-5.9562,-0.1388,,,-9.3110,,,-16.8823,,,-12.7500,-21.2584,-18.5300,-24.5499,-24.4507,-27.4600,-27.2822,-8.3095,,-0.8000,-2.4320,0.0000,-6.4600,-6.4547,-8.5550,-8.6550,
51,-23.8500,-21.3920,-21.4200,-20.9400,-14.3239,-24.3983,0.0700,-14.3600,,-23.1033,-23.0169,-22.6600,-1.1350,-2.7952,,,-31.7266,-0.9480,-20.3881,-14.3867,-2.9317,-2.7912,-2.4689,-3.3251,-3.4335,-2.1439,,-2.0553,-2.4214,-3.9557,-4.7482,-4.0527,-5.3460,,,-11.0775,-10.6400,,-11.0445,-10.5240,,-9.6116,,-0.0020,0.0380,-6.0181,-0.3500,,,-9.4157,,,-16.8749,,,-12.7450,-21.2501,-18.5257,-24.5623,-24.4634,-27.4720,-27.2950,-8.3889,,-0.8160,-2.4160,-0.0010,-6.4573,-6.4520,-8.5720,-8.6720,
52,-23.8400,-21.3700,-21.3920,-20.9200,-14.3629,-24.4040,0.1400,-14.4000,,-23.0996,-23.0123,-22.6500,-1.1360,-2.8057,,,-31.7283,-0.9450,-20.3731,-14.3400,-2.9338,-2.7813,-2.4303,-3.2733,-3.4238,-2.1458,,-2.0437,-2.3879,-3.9649,-4.7385,-4.0495,-5.3680,,,-11.0900,-10.6560,,-11.0540,-10.5330,-8.9400,-9.6204,,-0.0040,0.0310,-6.0800,-0.5612,,,-9.5204,,,-16.8674,,,-12.7400,-21.2418,-18.5214,-24.5747,-24.4762,-27.4840,-27.3077,-8.4735,,-0.8320,-2.4000,-0.0020,-6.4547,-6.4493,-8.5890,-8.6890,
53,-23.8300,-21.3500,-21.3640,-20.9000,-14.4019,-24.4097,0.2100,-14.4400,,-23.0950,-23.0076,-22.6400,-1.1370,-2.8161,,,-31.7301,-0.9419,-20.3582,-14.2933,-2.9359,-2.7713,-2.3916,-3.2215,-3.4141,-2.1477,,-2.0321,-2.3543,-3.9740,-4.7287,-4.0463,-5.3900,,,-11.1025,-10.6720,,-11.0635,-10.5420,-8.9555,-9.6291,,-0.0060,0.0240,-6.1419,-0.7724,,,-9.6251,,,-16.8600,,,-12.7350,-21.2336,-18.5171,-24.5871,-24.4889,-27.4960,-27.3205,-8.5599,,-0.8480,-2.3960,-0.0030,-6.4520,-6.4467,-8.6060,-8.7060,
54,-23.8200,-21.3300,-21.3360,-20.8800,-14.4409,-24.4154,0.2800,-14.4800,,-23.0904,-23.0030,-22.6360,-1.1379,-2.8266,,,-31.7318,-0.9388,-20.3433,-14.2467,-2.9380,-2.7614,-2.3530,-3.1698,-3.4044,-2.1496,,-2.0204,-2.3208,-3.9832,-4.7190,-4.0430,-5.4120,,,-11.1150,-10.6880,,-11.0730,-10.5510,-8.9710,-9.6379,,-0.0080,0.0170,-6.2038,-0.9837,,,-9.7298,,,-16.8535,,,-12.7300,-21.2253,-18.5129,-24.5994,-24.5017,-27.5080,-27.3332,-8.6317,,-0.8640,-2.3920,-0.0040,-6.4493,-6.4440,-8.6230,-8.7230,
55,-23.8100,-21.3100,-21.3080,-20.8600,-14.4799,-24.4210,0.3500,-14.5200,,-23.0858,-22.9983,-22.6320,-1.1389,-2.8370,,,-31.7335,-0.9357,-20.3284,-14.2000,-2.9402,-2.7515,-2.3143,-3.1180,-3.3947,-2.1515,,-2.0088,-2.2873,-3.9924,-4.7092,-4.0397,-5.4340,,,-11.1275,-10.7040,,-11.0825,-10.5600,-8.9865,-9.6467,,-0.0100,0.0100,-6.2656,-1.1949,,,-9.8345,,,-16.8470,,,-12.7250,-21.2170,-18.5086,-24.6118,-24.5145,-27.5200,-27.3460,-8.7234,,-0.8800,-2.3880,-0.0050,-6.4467,-6.4413,-8.6400,-8.7400,
56,-23.8000,-21.2900,-21.2800,-20.8400,-14.5189,-24.4237,0.4200,-14.5600,,-23.0812,-22.9937,-22.6280,-1.1399,-2.8475,,,-31.7353,-0.9327,-20.3134,-14.1533,-2.9165,-2.6846,-2.2622,-3.0662,-3.3851,-2.1534,,-1.9972,-2.2537,-4.0016,-4.6995,-4.0365,-5.4560,,,-11.1400,-10.7200,,-11.0920,-10.5725,-9.0020,-9.6555,,-0.0120,0.0060,-6.3275,-1.4061,,,-9.9392,,,-16.8405,,,-12.7200,-21.2087,-18.5043,-24.6242,-24.5272,-27.5260,-27.3588,-8.8148,,-0.8960,-2.3840,-0.0060,-6.4440,-6.4387,-8.6570,-8.7570,
57,-23.7840,-21.2700,-21.2600,-20.8200,-14.5579,-24.4265,0.4900,-14.6000,,-23.0767,-22.9891,-22.6240,-1.1408,-2.8579,,,-31.7371,-0.9296,-20.2985,-14.1067,-2.8928,-2.6178,-2.2100,-3.0144,-3.3754,-2.1553,,-1.9856,-2.2202,-4.0108,-4.6898,-4.0333,-5.4780,,,-11.1525,-10.7360,,-11.1015,-10.5850,-9.0175,-9.6642,,-0.0140,0.0020,-6.3894,-1.6173,,,-10.0439,,,-16.8340,,,-12.7150,-21.2004,-18.5000,-24.6366,-24.5400,-27.5320,-27.3715,-8.9031,,-0.9120,-2.3800,-0.0070,-6.4413,-6.4360,-8.6740,-8.7740,
58,-23.7680,-21.2460,-21.2400,-20.8000,-14.5969,-24.4292,0.5600,-14.6400,,-23.0721,-22.9844,-22.6200,-1.1418,-2.8684,,,-31.7390,-0.9265,-20.2836,-14.0600,-2.8691,-2.5509,-2.1578,-2.9626,-3.3657,-2.1572,,-1.9740,-2.1867,-4.0200,-4.6800,-4.0300,-5.5000,,,-11.1650,-10.7520,,-11.1110,-10.5975,-9.0330,-9.6730,,-0.0160,-0.0020,-6.4512,-1.8286,,,-10.1486,,,-16.8275,,,-12.7100,-21.1922,-18.4957,-24.6490,-24.5527,-27.5380,-27.3843,-8.9778,,-0.9280,-2.3760,-0.0080,-6.4387,-6.4333,-8.6910,-8.7910,
59,-23.7520,-21.2220,-21.2200,-20.7760,-14.6359,-24.4319,0.6300,-14.6800,,-23.0675,-22.9798,-22.6120,-1.1428,-2.8788,,,-31.7408,-0.9234,-20.2687,-14.0133,-2.8454,-2.4841,-2.1056,-2.9109,-3.3560,-2.1591,,-1.9624,-2.1531,-4.0292,-4.6702,-4.0365,-5.5375,,,-11.1775,-10.7680,,-11.1205,-10.6100,-9.0485,-9.6818,,-0.0180,-0.0060,-6.5131,-2.0398,,,-10.2533,,,-16.8210,,,-12.7050,-21.1839,-18.4913,-24.6614,-24.5655,-27.5440,-27.3970,-9.0691,,-0.9440,-2.3720,-0.0090,-6.4360,-6.4307,-8.7080,-8.8080,
60,-23.7360,-21.1980,-21.2000,-20.7520,-14.6749,-24.4346,0.7000,-14.7200,,-23.0629,-22.9752,-22.6040,-1.1437,-2.8892,,,-31.7426,-0.9204,-20.2537,-13.9667,-2.8218,-2.4172,-2.0534,-2.8591,-3.3463,-2.1610,,-1.9508,-2.1196,-4.0383,-4.6605,-4.0430,-5.5750,,,-11.1900,-10.7840,,-11.1300,-10.6225,-9.0640,-9.6906,,-0.0200,-0.0100,-6.5750,-2.2510,,,-10.3580,,,-16.8145,,,-12.7000,-21.1756,-18.4870,-24.6738,-24.5782,-27.5500,-27.4098,-9.1497,,-0.9600,-2.3680,-0.0100,-6.4333,-6.4280,-8.7250,-8.8250,
61,-23.7200,-21.1740,-21.1800,-20.7280,-14.7042,-24.4373,0.7000,-14.7650,,-23.0583,-22.9677,-22.5960,-1.1447,-2.8997,,,-31.7435,-0.9173,-20.2388,-13.9200,-2.7981,-2.3504,-2.0012,-2.8073,-3.3366,-2.1823,,-1.9392,-2.1495,-4.0475,-4.6507,-4.0495,-5.6125,,,-11.2025,-10.8000,,-11.1390,-10.6350,-9.0795,-9.6993,,-0.0200,-0.0140,-6.6369,-2.4622,,,-10.4627,,,-16.8080,,,-12.6810,-21.1660,-18.4833,-24.6862,-24.5868,-27.5600,-27.4164,-9.2422,,-0.9760,-2.3640,-0.0110,-6.4307,-6.4253,-8.7420,-8.8420,
62,-23.7120,-21.1500,-21.1560,-20.7040,-14.7335,-24.4400,0.7000,-14.8100,,-23.0538,-22.9603,-22.5880,-1.1457,-2.9101,,,-31.7444,-0.9142,-20.2239,-13.8733,-2.7744,-2.2835,-1.9490,-2.7912,-3.3270,-2.2036,,-1.9276,-2.1795,-4.0567,-4.6410,-4.0560,-5.6500,,,-11.2150,-10.8160,,-11.1480,-10.6475,-9.0950,-9.7181,,-0.0200,-0.0180,-6.6988,-2.6735,,,-10.5674,,,-16.7984,,,-12.6620,-21.1564,-18.4796,-24.6986,-24.5954,-27.5700,-27.4229,-9.3241,,-0.9920,-2.3600,-0.0120,-6.4280,-6.4227,-8.7590,-8.8590,
63,-23.7040,-21.1260,-21.1320,-20.6800,-14.7629,-24.4427,0.7000,-14.8333,,-23.0492,-22.9529,-22.5800,-1.1466,-2.9206,,,-31.7452,-0.9111,-20.2090,-13.8267,-2.7507,-2.2167,-1.8968,-2.7750,-3.2789,-2.2249,,-1.9160,-2.2094,-4.0659,-4.6312,-4.0625,-5.6875,,,-11.2275,-10.8320,,-11.1570,-10.6600,-9.1105,-9.7369,,-0.0200,-0.0220,-6.7606,-2.8847,,,-10.6721,,,-16.7888,,,-12.6430,-21.1468,-18.4759,-24.7110,-24.6040,-27.5800,-27.4295,-9.4112,,-1.0080,-2.3560,-0.0130,-6.4253,-6.4200,-8.7760,-8.8760,
64,-23.6960,-21.1020,-21.1080,-20.6540,-14.7922,-24.4455,0.7000,-14.8567,,-23.0423,-22.9455,-22.5720,-1.1476,-2.9310,,,-31.7461,-0.9081,-20.1940,-13.7800,-2.7270,-2.1499,-1.8446,-2.7589,-3.2309,-2.2462,,-1.9044,-2.2393,-4.0751,-4.6215,-4.0690,-5.7250,,,-11.2400,-10.8480,,-11.1660,-10.6725,-9.1260,-9.7557,,-0.0200,-0.0260,-6.8225,-3.0959,,,-10.7768,,,-16.7791,,,-12.6240,-21.1372,-18.4722,-24.7234,-24.6126,-27.5900,-27.4361,-9.5001,,-1.0240,-2.3520,-0.0140,-6.4227,-6.4173,-8.7930,-8.8930,
65,-23.6880,-21.0780,-21.0840,-20.6280,-14.8215,-24.4482,0.7000,-14.8800,,-23.0354,-22.9381,-22.5640,-1.1486,-2.9415,,,-31.7470,-0.9050,-20.1791,-13.7333,-2.7034,-2.0830,-1.7925,-2.7428,-3.1829,-2.2675,,-1.8928,-2.2693,-4.0843,-4.6117,-4.0755,-5.7625,,,-11.2525,-10.8640,,-11.1750,-10.6850,-9.1415,-9.7745,,-0.0200,-0.0300,-6.8844,-3.3071,,,-10.8815,,,-16.7695,,,-12.6050,-21.1276,-18.4685,-24.7317,-24.6212,-27.6000,-27.4427,-9.5916,,-1.0400,-2.3480,-0.0150,-6.4200,-6.4147,-8.8100,-8.9100,
66,-23.6800,-21.0540,-21.0600,-20.6020,-14.8508,-24.4509,0.7000,-14.9140,,-23.0285,-22.9307,-22.5560,-1.1495,-2.9519,,,-31.7477,-0.9019,-20.1642,-13.6867,-2.6861,-2.0525,-1.7824,-2.7266,-3.1349,-2.2888,,-1.8812,-2.2992,-4.0935,-4.6020,-4.0820,-5.8000,,,-11.2650,-10.8800,,-11.1840,-10.6975,-9.1570,-9.7932,,-0.0200,-0.0280,-6.9463,-3.5184,,,-10.9862,,,-16.7599,,,-12.5860,-21.1181,-18.4648,-24.7400,-24.6298,-27.6100,-27.4492,-9.6655,,-1.0560,-2.3440,-0.0160,-6.4173,-6.4120,-8.8270,-8.9270,
67,-23.6660,-21.0300,-21.0360,-20.5760,-14.8801,-24.4536,0.7000,-14.9480,,-23.0217,-22.9233,-22.5480,-1.1505,-2.9624,,,-31.7484,-0.8988,-20.1493,-13.6400,-2.6689,-2.0220,-1.7724,-2.7105,-3.0869,-2.3101,,-1.8707,-2.3291,-4.1026,-4.5922,-4.0885,-5.8375,,,-11.2775,-10.8955,,-11.1930,-10.7100,-9.1725,-9.8120,,-0.0200,-0.0260,-7.0081,-3.7296,,,-11.0909,,,-16.7502,,,-12.5670,-21.1085,-18.4611,-24.7482,-24.6384,-27.6200,-27.4558,-9.7552,,-1.0720,-2.3400,-0.0170,-6.4147,-6.4093,-8.8440,-8.9440,
68,-23.6520,-21.0060,-21.0120,-20.5500,-14.9094,-24.4563,0.7000,-14.9820,,-23.0148,-22.9158,-22.5400,-1.1515,-2.9728,,,-31.7490,-0.8957,-20.1343,-13.5933,-2.6517,-1.9915,-1.7624,-2.6944,-3.0388,-2.3314,,-1.8602,-2.3591,-4.1118,-4.5825,-4.0950,-5.8750,,,-11.2900,-10.9110,,-11.2020,-10.7225,-9.1880,-9.8308,,-0.0200,-0.0240,-7.0700,-3.9408,,,-11.1956,,,-16.7406,,,-12.5480,-21.0989,-18.4574,-24.7565,-24.6470,-27.6300,-27.4624,-9.8453,,-1.0880,-2.3360,-0.0180,-6.4120,-6.4067,-8.8610,-8.9610,
69,-23.6380,-20.9820,-20.9880,-20.5280,-14.9388,-24.4590,0.7000,-15.0160,,-23.0079,-22.9097,-22.5350,-1.1524,-2.9832,,,-31.7497,-0.8927,-20.1194,-13.5467,-2.6345,-1.9610,-1.7523,-2.6782,-2.9908,-2.3527,,-1.8498,-2.3890,-4.1210,-4.5728,-4.1015,-5.9125,,,-11.3025,-10.9265,,-11.2110,-10.7350,-9.2035,-9.8496,,-0.0200,-0.0220,-7.1319,-4.1520,,,-11.3003,,,-16.7310,,,-12.5290,-21.0893,-18.4537,-24.7648,-24.6556,-27.6400,-27.4690,-9.9275,,-1.1040,-2.3320,-0.0190,-6.4093,-6.4040,-8.8780,-8.9780,
70,-23.6240,-20.9580,-20.9640,-20.5060,-14.9681,-24.4617,0.7000,-15.0500,,-23.0010,-22.9035,-22.5300,-1.1534,-2.9937,,,-31.7504,-0.8896,-20.1045,-13.5000,-2.6172,-1.9305,-1.7423,-2.6621,-2.9428,-2.3740,,-1.8393,-2.4189,-4.1302,-4.5630,-4.1080,-5.9500,,,-11.3150,-10.9420,,-11.2200,-10.7475,-9.2190,-9.8683,,-0.0200,-0.0200,-7.1938,-4.3633,,,-11.4050,,,-16.7216,,,-12.5100,-21.0797,-18.4500,-24.7731,-24.6642,-27.6500,-27.4755,-10.0141,,-1.1200,-2.3280,-0.0200,-6.4067,-6.4013,-8.8950,-8.9950,
71,-23.6100,-20.9340,-20.9400,-20.4840,-15.0002,-24.4645,0.7100,-15.0800,,-22.9942,-22.8973,-22.5250,-1.1661,-3.0384,,,-31.7515,-0.8865,-20.0896,-13.4583,-2.6000,-1.9000,-1.7323,-2.6460,-2.8948,-2.3722,,-1.8289,-2.4489,-4.1312,-4.5533,-4.1145,-5.9875,,,-11.3275,-10.9575,,-11.2290,-10.7600,-9.2345,-9.8871,,-0.0220,-0.0180,-7.2556,-4.5745,,,-11.5097,,,-16.7121,,,-12.5100,-21.0685,-18.4469,-24.7813,-24.6746,-27.6560,-27.4821,-10.1099,,-1.1360,-2.3240,-0.0210,-6.4040,-6.3987,-8.9120,-9.0120,
72,-23.5960,-20.9100,-20.9180,-20.4620,-15.0323,-24.4672,0.7200,-15.1100,,-22.9873,-22.8912,-22.5200,-1.1788,-3.0832,,,-31.7525,-0.8834,-20.0746,-13.4167,-2.5828,-1.8695,-1.7222,-2.6298,-2.8468,-2.3704,,-1.8184,-2.4788,-4.1321,-4.5435,-4.1210,-6.0250,-10.3800,,-11.3400,-10.9730,,-11.2380,-10.7725,-9.2500,-9.9059,,-0.0240,-0.0160,-7.3175,-4.7857,,,-11.6144,,,-16.7027,,,-12.5100,-21.0573,-18.4438,-24.7896,-24.6850,-27.6620,-27.4880,-10.1996,,-1.1520,-2.3200,-0.0220,-6.4013,-6.3960,-8.9290,-9.0290,
73,-23.5820,-20.8860,-20.8960,-20.4400,-15.0644,-24.4699,0.7300,-15.1400,,-22.9804,-22.8850,-22.5150,-1.1914,-3.1279,,-31.4118,-31.7536,-0.8804,-20.0597,-13.3750,-2.5655,-1.8390,-1.7122,-2.6051,-2.8459,-2.3686,,-1.8080,-2.5087,-4.1331,-4.5338,-4.1275,-6.0625,-10.3890,,-11.3525,-10.9885,,-11.2470,-10.7850,-9.2905,-9.9247,,-0.0260,-0.0140,-7.3794,-4.9969,,,-11.7191,,,-16.6933,,,-12.5100,-21.0461,-18.4407,-24.7979,-24.6954,-27.6680,-27.4938,-10.2821,,-1.1680,-2.3160,-0.0230,-6.3987,-6.3933,-8.9460,-9.0460,
74,-23.5680,-20.8620,-20.8740,-20.4180,-15.0965,-24.4726,0.7400,-15.1700,,-22.9735,-22.8788,-22.5060,-1.2041,-3.1727,,-31.4128,-31.7546,-0.8773,-20.0448,-13.3333,-2.5483,-1.8085,-1.7022,-2.5803,-2.8450,-2.3668,,-1.7975,-2.5386,-4.1341,-4.5240,-4.1340,-6.1000,-10.3980,,-11.3650,-11.0040,,-11.2560,-10.7975,-9.3310,-9.9434,,-0.0280,-0.0120,-7.4413,-5.2082,,,-11.8238,,,-16.6839,,,-12.5100,-21.0349,-18.4376,-24.8062,-24.7057,-27.6740,-27.4997,-10.3731,,-1.1840,-2.3120,-0.0240,-6.3960,-6.3907,-8.9630,-9.0630,
75,-23.5540,-20.8380,-20.8520,-20.3960,-15.1285,-24.4753,0.7500,-15.2000,,-22.9642,-22.8727,-22.4970,-1.2168,-3.2174,,-31.4139,-31.7557,-0.8742,-20.0299,-13.2917,-2.5311,-1.7869,-1.6921,-2.5555,-2.8442,-2.3650,,-1.7871,-2.5686,-4.1350,-4.5143,-4.1405,-6.1375,-10.4070,,-11.3775,-11.0195,,-11.2650,-10.8100,-9.3715,-9.9622,,-0.0300,-0.0100,-7.5031,-5.4194,,,-11.9285,,,-16.6744,,,-12.5100,-21.0237,-18.4345,-24.8144,-24.7161,-27.6800,-27.5055,-10.4641,,-1.2000,-2.3080,-0.0250,-6.3933,-6.3880,-8.9800,-9.0800,
76,-23.5400,-20.8140,-20.8300,-20.3740,-15.1606,-24.4780,0.7600,-15.2300,,-22.9548,-22.8665,-22.4880,-1.2295,-3.2622,,-31.4151,-31.7560,-0.8711,-20.0149,-13.2500,-2.5100,-1.7653,-1.6821,-2.5307,-2.8433,-2.3632,,-1.7766,-2.5985,-4.1360,-4.5045,-4.1470,-6.1750,-10.4160,,-11.3900,-11.0350,,-11.2740,-10.8225,-9.4120,-9.9810,,-0.0320,-0.0080,-7.5650,-5.6306,,,-12.0332,,,-16.6650,,,-12.5100,-21.0126,-18.4314,-24.8227,-24.7265,-27.6840,-27.5114,-10.5488,,-1.2200,-2.3040,-0.0260,-6.3907,-6.3853,-8.9970,-9.0970,
77,-23.5260,-20.7900,-20.8060,-20.3520,-15.1927,-24.4807,0.7700,-15.2600,,-22.9455,-22.8603,-22.4790,-1.2421,-3.3069,,-31.4162,-31.7563,-0.8681,-20.0000,-13.2083,-2.4889,-1.7437,-1.6713,-2.5060,-2.8424,-2.3614,,-1.7662,-2.6284,-4.1370,-4.4948,-4.1535,-6.2125,-10.4250,,-11.4025,-11.0505,,-11.2830,-10.8350,-9.4525,-9.9998,,-0.0340,-0.0060,-7.6269,-5.8418,,,-12.1379,,,-16.6536,,,-12.5100,-21.0014,-18.4283,-24.8310,-24.7368,-27.6880,-27.5172,-10.6312,,-1.2400,-2.3000,-0.0270,-6.3880,-6.3827,-9.0140,-9.1140,
