from_surface,agassiz77,agassiz79a,agassiz79b,agassiz84,camp_century,camp_vi,devon_00,devon_71,devon_72,dye_3,flade_isblink,foxx1,foxx2,gisp2,grip,gull,h2015_s1a,h2015_s1b,h2015_s2a,h2015_s3a,h2015_s3b,h2015_s3c,h2015_s4a,h2015_s4b,h2015_s4c,h2015_s5a,h2015_s5b,hanstausen_dome,hanstausen_hare,isua_10,isua_11,isua_12,isua_13,isua_14,jakobshavn_center,jakobshavn_left,jakobshavn_sheet,m2020_14n,m2020_14sa,m2020_14sb,m2020_14w,m2020_15ca,m2020_15cb,m2020_15e,m2020_15n,m2020_15s,meighan,neem,ngrip,penny,pow,renland,site_ii,td1,td2,td3,td41,td42,td51,td52,tuto_ramp
351,,,,,-24.3149,,,,,-20.1673,-15.1691,-9.5975,,-31.1490,-31.4300,-11.8924,,,-4.1191,-0.4035,-0.3352,-0.3292,-4.6714,-5.1042,-4.8467,-13.6981,-13.5473,,,,,,,,-17.5665,-15.7823,-19.7913,-10.2638,-9.8520,,-10.6747,-10.4341,,-10.8782,-11.0473,-10.1187,,-29.0544,-31.3327,,,,-25.3712,,,,-4.4560,-4.5053,-16.6190,-16.7190,
352,,,,,-24.3114,,,,,-20.1654,-15.1542,-9.6140,,-31.1480,-31.4287,-11.9069,,,-4.1259,-0.4041,-0.3292,-0.3374,-4.6656,-5.0915,-4.8347,-13.7165,-13.5366,,,,,,,,-17.5772,-15.8025,-19.8017,-10.2611,-9.8365,,-10.6686,-10.4189,,-10.8474,-11.0342,-10.1031,,-29.0538,-31.3334,,,,-25.3721,,,,-4.4453,-4.4960,-16.6380,-16.7380,
353,,,,,-24.3079,,,,,-20.1636,-15.1393,-9.6305,,-31.1470,-31.4274,-11.9213,,,-4.1328,-0.4047,-0.3232,-0.3456,-4.6599,-5.0788,-4.8227,-13.7350,-13.5258,,,,,,,,-17.5879,-15.8227,-19.8122,-10.2583,-9.8209,,-10.6626,-10.4037,,-10.8166,-11.0211,-10.0874,,-29.0532,-31.3341,,,,-25.3731,,,,-4.4347,-4.4867,-16.6570,-16.7570,
354,,,,,-24.3043,,,,,-20.1617,-15.1244,-9.6470,,-31.1460,-31.4261,-11.9357,,,-4.1396,-0.4053,-0.3172,-0.3538,-4.6542,-5.0662,-4.8107,-13.7535,-13.5151,,,,,,,,-17.5986,-15.8428,-19.8226,-10.2556,-9.8053,,-10.6565,-10.3885,,-10.7858,-11.0081,-10.0718,,-29.0526,-31.3348,,,,-25.3741,,,,-4.4240,-4.4773,-16.6760,-16.7760,
355,,,,,-24.3008,,,,,-20.1598,-15.1095,-9.6635,,-31.1450,-31.4248,-11.9501,,,-4.1464,-0.4060,-0.3112,-0.3620,-4.6485,-5.0535,-4.7987,-13.7719,-13.5044,,,,,,,,-17.6093,-15.8630,-19.8331,-10.2529,-9.7897,,-10.6504,-10.3733,-10.2446,-10.7550,-10.9950,-10.0561,,-29.0520,-31.3355,,,,-25.3751,,,,-4.4133,-4.4680,-16.6950,-16.7950,
356,,,,,-24.2973,,,,,-20.1580,-15.0946,-9.6799,,-31.1440,-31.4235,-11.9920,,,-4.1533,-0.4066,-0.3053,-0.3702,-4.6427,-5.0408,-4.7867,-13.7904,-13.5088,,,,,,,,-17.6199,-15.8831,-19.8435,-10.2501,-9.7742,,-10.6444,-10.3511,-10.2321,-10.7415,-10.9791,-10.0404,,-29.0514,-31.3362,,,,-25.3761,,,,-4.4027,-4.4587,-16.7140,-16.8140,
357,,,,,-24.2937,,,,,-20.1561,-15.0797,-9.6964,,-31.1430,-31.4222,-12.0338,,,-4.1601,-0.4072,-0.2993,-0.3784,-4.6370,-5.0281,-4.7747,-13.8089,-13.5133,,,,,,,,-17.6306,-15.9033,-19.8540,-10.2474,-9.7586,,-10.6383,-10.3289,-10.2197,-10.7280,-10.9632,-10.0248,,-29.0508,-31.3369,,,,-25.3771,,,,-4.3920,-4.4493,-16.7330,-16.8330,
358,,,,,-24.2904,,,,,-20.1543,-15.0648,-9.7129,,-31.1420,-31.4209,-12.0757,,,-4.1669,-0.4079,-0.2933,-0.3866,-4.6313,-5.0154,-4.7627,-13.8273,-13.5177,,,,,,,,-17.6413,-15.9235,-19.8645,-10.2447,-9.7430,,-10.6322,-10.3067,-10.2072,-10.7146,-10.9474,-10.0091,,-29.0502,-31.3376,,,,-25.3781,,,,-4.3813,-4.4400,-16.7520,-16.8520,
359,,,,,-24.2870,,,,,-20.1524,-15.0499,-9.7294,,-31.1410,-31.4196,-12.1175,,,-4.1737,-0.4085,-0.2873,-0.3948,-4.6255,-5.0028,-4.7507,-13.8458,-13.5222,,,,,,,,-17.6520,-15.9436,-19.8749,-10.2381,-9.7181,,-10.6262,-10.2844,-10.1947,-10.7011,-10.9315,-9.9934,,-29.0496,-31.3383,,,,-25.3791,,,,-4.3707,-4.4307,-16.7710,-16.8710,
360,,,,,-24.2837,,,,,-20.1502,-15.0350,-9.7458,,-31.1400,-31.4183,-12.1594,,,-4.1806,-0.4091,-0.2813,-0.4030,-4.6198,-4.9907,-4.7337,-13.8643,-13.5266,,,,,,,,-17.6626,-15.9638,-19.8854,-10.2315,-9.6932,,-10.6201,-10.2622,-10.1822,-10.6876,-10.9156,-9.9777,,-29.0490,-31.3390,,,,-25.3801,,,,-4.3600,-4.4213,-16.7900,-16.8900,
361,,,,,-24.2804,,,,,-20.1480,-15.0201,-9.7623,,-31.1390,-31.4170,-12.2012,,,-4.1874,-0.4097,-0.2753,-0.4111,-4.6141,-4.9785,-4.7168,-13.8342,-13.5311,,,,,,,,-17.6733,-15.9840,-19.8958,-10.2250,-9.6683,,-10.6003,-10.2400,-10.1697,-10.6741,-10.8998,-9.9621,,-29.0484,-31.3397,,,,-25.3811,,,,-4.3493,-4.4120,-16.8090,-16.9090,
362,,,,,-24.2770,,,,,-20.1458,-15.0052,-9.7788,,-31.1380,-31.4157,-12.2431,,,-4.1942,-0.4104,-0.2693,-0.4030,-4.6083,-4.9664,-4.6998,-13.8042,-13.5355,,,,,,,,-17.6840,-16.0041,-19.9063,-10.2184,-9.6434,,-10.5805,-10.2178,-10.1572,-10.6606,-10.8839,-9.9464,,-29.0479,-31.3404,,,,-25.3821,,,,-4.3387,-4.4027,-16.8280,-16.9280,
363,,,,,-24.2737,,,,,-20.1436,-14.9903,-9.7624,,-31.1370,-31.4145,-12.2850,,,-4.1857,-0.4110,-0.2634,-0.3949,-4.6026,-4.9543,-4.6828,-13.7741,-13.5400,,,,,,,,-17.6947,-16.0243,-19.9168,-10.2118,-9.6185,,-10.5606,-10.1956,-10.1448,-10.6471,-10.8681,-9.9307,,-29.0473,-31.3411,,,,-25.3831,,,,-4.3280,-4.3933,-16.8470,-16.9470,
364,,,,,-24.2703,,,,,-20.1414,-14.9754,-9.7460,,-31.1360,-31.4132,-12.3268,,,-4.1772,-0.4116,-0.2574,-0.3868,-4.5969,-4.9422,-4.6659,-13.7440,-13.5444,,,,,,,,-17.7054,-16.0445,-19.9272,-10.2053,-9.5936,,-10.5408,-10.1734,-10.1323,-10.6337,-10.8522,-9.9151,,-29.0467,-31.3418,,,,-25.3841,,,,-4.3173,-4.3840,-16.8660,-16.9660,
365,,,,,-24.2670,,,,,-20.1392,-14.9605,-9.7296,,-31.1350,-31.4119,-12.3687,,,-4.1688,-0.4122,-0.2514,-0.3787,-4.5912,-4.9301,-4.6489,-13.7140,-13.5489,,,,,,,,-17.7160,-16.0646,-19.9377,-10.1987,-9.5687,,-10.5210,-10.1511,-10.1198,-10.6202,-10.8363,-9.8994,,-29.0461,-31.3425,,,,-25.3851,,,,-4.3067,-4.3747,-16.8850,-16.9850,
366,,,,,-24.2636,,,,,-20.1370,-14.9456,-9.7133,,-31.1340,-31.4106,-12.4105,,,-4.1603,-0.4129,-0.2454,-0.3706,-4.5854,-4.9179,-4.6319,-13.6839,-13.5533,,,,,,,,-17.7267,-16.0848,-19.9481,-10.1921,-9.5437,,-10.5011,-10.1289,-10.1073,-10.6067,-10.8205,-9.8837,,-29.0455,-31.3432,,,,-25.3861,,,,-4.2960,-4.3653,-16.9040,-17.0040,
367,,,,,-24.2603,,,,,-20.1348,-14.9307,-9.6969,,-31.1330,-31.4093,-12.4524,,,-4.1518,-0.4135,-0.2464,-0.3625,-4.5797,-4.9058,-4.6150,-13.6539,-13.5577,,,,,,,,-17.7374,-16.1050,-19.9586,-10.1855,-9.5188,,-10.4813,-10.1067,-10.0948,-10.5932,-10.8046,-9.8681,,-29.0449,-31.3439,,,,-25.3871,,,,-4.2853,-4.3560,-16.9230,-17.0230,
368,,,,,-24.2569,,,,,-20.1326,-14.9158,-9.6805,,-31.1320,-31.4080,-12.4943,,,-4.1433,-0.4141,-0.2474,-0.3544,-4.5740,-4.8937,-4.5927,-13.6238,-13.5622,,,,,,,,-17.7481,-16.1251,-19.9691,-10.1790,-9.4939,,-10.4615,-10.0845,-10.0823,-10.5797,-10.7887,-9.8524,,-29.0443,-31.3446,,,,-25.3881,,,,-4.2747,-4.3467,-16.9420,-17.0420,
369,,,,,-24.2536,,,,,-20.1304,-14.9009,-9.6641,,-31.1310,-31.4067,-12.5361,,,-4.1348,,-0.2483,-0.3463,-4.5682,-4.8816,-4.5704,-13.5938,-13.5666,,,,,,,,-17.7587,-16.1453,-19.9795,-10.1724,-9.4690,,-10.4416,-10.0623,-10.0699,-10.5662,-10.7729,-9.8367,,-29.0437,-31.3453,,,,-25.3891,,,,-4.2640,-4.3373,-16.9610,-17.0610,
370,,,,,-24.2502,,,,,-20.1282,-14.8860,-9.6477,,-31.1300,-31.4054,-12.5780,,,-4.1263,,-0.2493,-0.3382,-4.5625,-4.8695,-4.5481,-13.5637,-13.5711,,,,,,,,-17.7694,-16.1655,-19.9900,-10.1658,-9.4441,,-10.4218,-10.0400,-10.0574,-10.5528,-10.7570,-9.8211,,-29.0431,-31.3460,,,,-25.3901,,,,-4.2533,-4.3280,-16.9800,-17.0800,
371,,,,,-24.2469,,,,,-20.1259,-14.8711,-9.6313,,-31.1290,-31.4041,-12.6198,,,-4.1178,,-0.2503,-0.3301,-4.5568,-4.8573,-4.5258,-13.5337,-13.5755,,,,,,,,-17.7801,-16.1856,-20.0004,-10.1593,-9.4192,,-10.4020,-10.0178,-10.0449,-10.5393,-10.7411,-9.8054,,-29.0425,-31.3467,,,,-25.3911,,,,-4.2427,-4.3187,-16.9990,-17.0990,
372,,,,,-24.2435,,,,,-20.1237,-14.8562,-9.6150,,-31.1280,-31.4028,-12.6617,,,-4.1253,,-0.2513,-0.3220,-4.5405,-4.8452,-4.5035,-13.5036,-13.5800,,,,,,,,-17.7908,-16.2058,-20.0109,-10.1527,-9.3943,,-10.3822,-9.9956,-10.0324,-10.5258,-10.7253,-9.7897,,-29.0419,-31.3474,,,,-25.3921,,,,-4.2320,-4.3093,-17.0180,-17.1180,
373,,,,,-24.2402,,,,,-20.1215,-14.8413,-9.5986,,-31.1270,-31.4015,-12.7035,,,-4.1327,,-0.2523,-0.3139,-4.5242,-4.8331,-4.4812,-13.4735,-13.5844,,,,,,,,-17.8014,-16.2259,-20.0213,-10.1461,-9.3694,,-10.3623,-9.9734,-10.0199,-10.5123,-10.7094,-9.7741,,-29.0413,-31.3481,,,,-25.3931,,,,-4.2213,-4.3000,-17.0370,-17.1370,
374,,,,,-24.2369,,,,,-20.1193,-14.8264,-9.5822,,-31.1260,-31.4002,-12.7454,,,-4.1402,,-0.2532,-0.3058,-4.5079,-4.8210,-4.4589,-13.4435,-13.5889,,,,,,,,-17.8121,-16.2461,-20.0318,-10.1396,-9.3445,,-10.3425,-9.9512,-10.0074,-10.4988,-10.6935,-9.7584,,-29.0407,-31.3489,,,,-25.3941,,,,-4.2107,-4.2933,-17.0560,-17.1560,
375,,,,,-24.2335,,,,,-20.1171,-14.8115,-9.5658,,-31.1250,-31.3989,-12.7873,,,-4.1476,,-0.2542,-0.2977,-4.4916,-4.8089,-4.4366,-13.4134,-13.5813,,,,,,,,-17.8228,-16.2663,-20.0423,-10.1330,-9.3196,,-10.3227,-9.9290,-9.9950,-10.4853,-10.6777,-9.7427,,-29.0402,-31.3496,,,,-25.3951,,,,-4.2000,-4.2867,-17.0750,-17.1750,
376,,,,,-24.2302,,,,,-20.1149,-14.7966,-9.5494,,-31.1240,-31.3976,-12.8291,,,-4.1550,,-0.2552,-0.2896,-4.4753,-4.7967,-4.4143,-13.3834,-13.5738,,,,,,,,-17.8335,-16.2864,-20.0527,-10.1264,-9.2947,,-10.3028,-9.9106,-9.9622,-10.4765,-10.6618,-9.7328,,-29.0396,-31.3503,,,,-25.3961,,,,-4.1933,-4.2800,-17.0940,-17.1940,
377,,,,,-24.2268,,,,,-20.1127,-14.7817,-9.5330,,-31.1230,-31.3963,-12.8710,,,-4.1625,,-0.2562,-0.2815,-4.4591,-4.7846,-4.3920,-13.3533,-13.5663,,,,,,,,-17.8442,-16.3066,-20.0632,-10.1198,-9.2698,,-10.2830,-9.8923,-9.9295,-10.4677,-10.6459,-9.7229,,-29.0390,-31.3510,,,,-25.3970,,,,-4.1867,-4.2733,-17.1130,-17.2130,
378,,,,,-24.2235,,,,,-20.1105,-14.7668,-9.5167,,-31.1220,-31.3951,-12.9128,,,-4.1699,,-0.2571,-0.2734,-4.4428,-4.7725,-4.3697,-13.3233,-13.5588,,,,,,,,-17.8548,-16.3268,-20.0736,-10.1074,-9.2449,,-10.2632,-9.8740,-9.8968,-10.4589,-10.6301,-9.7130,,-29.0384,-31.3517,,,,-25.3980,,,,-4.1800,-4.2667,-17.1320,-17.2320,
379,,,,,-24.2201,,,,,-20.1083,-14.7519,-9.5003,,-31.1210,-31.3938,-12.9547,,,-4.1774,,-0.2581,-0.2653,-4.4265,-4.7604,-4.3474,-13.2932,-13.5512,,,,,,,,-17.8655,-16.3469,-20.0841,-10.0950,-9.2167,,-10.2433,-9.8557,-9.8641,-10.4501,-10.6142,-9.7031,,-29.0378,-31.3524,,,,-25.3990,,,,-4.1733,-4.2600,-17.1510,-17.2510,
380,,,,,-24.2168,,,,,-20.1061,-14.7370,-9.4839,,-31.1200,-31.3925,-12.9966,,,-4.1848,,-0.2591,-0.2659,-4.4102,-4.7483,-4.3251,-13.2632,-13.5437,,,,,,,,-17.8762,-16.3671,-20.0946,-10.0825,-9.1885,,-10.2215,-9.8374,-9.8314,-10.4413,-10.5983,-9.6932,,-29.0372,-31.3531,,,,-25.4000,,,,-4.1667,-4.2533,-17.1700,-17.2700,
381,,,,,-24.2134,,,,,-20.1039,-14.7221,-9.4675,,-31.1190,-31.3912,-13.0384,,,-4.1923,,-0.2601,-0.2665,-4.3939,-4.7361,-4.3028,-13.2710,-13.5362,,,,,,,,-17.8869,-16.3873,-20.1050,-10.0701,-9.1603,,-10.1997,-9.8190,-9.7987,-10.4325,-10.5825,-9.6832,,-29.0366,-31.3538,,,,-25.4010,,,,-4.1600,-4.2467,-17.1890,-17.2890,
382,,,,,-24.2101,,,,,-20.1017,-14.7073,-9.4511,,-31.1180,-31.3899,-13.0803,,,-4.1761,,-0.2611,-0.2671,-4.3776,-4.7240,-4.2805,-13.2788,-13.5286,,,,,,,,-17.8975,-16.4074,-20.1155,-10.0577,-9.1321,,-10.1779,-9.8007,-9.7659,-10.4237,-10.5666,-9.6733,,-29.0360,-31.3545,,,,-25.4020,,,,-4.1533,-4.2400,-17.2080,-17.3080,
383,,,,,-24.2067,,,,,-20.0995,-14.6925,-9.4347,,-31.1170,-31.3886,-13.1221,,,-4.1599,,-0.2620,-0.2677,-4.3613,-4.7119,-4.2582,-13.2866,-13.5211,,,,,,,,-17.9082,-16.4276,-20.1259,-10.0452,-9.1039,,-10.1561,-9.7824,-9.7332,-10.4149,-10.5507,-9.6634,,-29.0354,-31.3552,,,,-25.4030,,,,-4.1467,-4.2333,-17.2270,-17.3270,
384,,,,,-24.2034,,,,,-20.0973,-14.6776,-9.4184,,-31.1160,-31.3873,-13.1640,,,-4.1437,,-0.2630,-0.2684,-4.3450,-4.6998,-4.2359,-13.2944,-13.5136,,,,,,,,-17.9189,-16.4478,-20.1364,-10.0328,-9.0757,,-10.1343,-9.7641,-9.7005,-10.4061,-10.5349,-9.6535,,-29.0348,-31.3559,,,,-25.4040,,,,-4.1400,-4.2267,-17.2460,-17.3460,
385,,,,,-24.2001,,,,,-20.0951,-14.6627,-9.4020,,-31.1150,-31.3860,-13.2058,,,-4.1276,,-0.2640,-0.2690,-4.3288,-4.6877,-4.2136,-13.3022,-13.5061,,,,,,,,-17.9296,-16.4679,-20.1468,-10.0204,-9.0475,,-10.1125,-9.7458,-9.6678,-10.3973,-10.5190,-9.6436,,-29.0342,-31.3566,,,,-25.4050,,,,-4.1333,-4.2200,-17.2650,-17.3650,
386,,,,,-24.1967,,,,,-20.0929,-14.6479,-9.3856,,-31.1140,-31.3847,-13.2477,,,-4.1114,,-0.2650,-0.2696,-4.3125,-4.6756,-4.1913,-13.3100,-13.4985,,,,,,,,-17.9403,-16.4881,-20.1573,-10.0079,-9.0193,,-10.0906,-9.7274,-9.6351,-10.3885,-10.5031,-9.6337,,-29.0336,-31.3573,,,,-25.4060,,,,-4.1267,-4.2133,-17.2840,-17.3840,
387,,,,,-24.1934,,,,,-20.0906,-14.6331,-9.3692,,-31.1130,-31.3834,-13.2896,,,-4.0952,,-0.2660,-0.2702,-4.2962,-4.6634,-4.1690,-13.3179,-13.4910,,,,,,,,-17.9509,-16.5083,-20.1678,-9.9955,-8.9911,,-10.0688,-9.7091,-9.6024,-10.3797,-10.4873,-9.6237,,-29.0331,-31.3580,,,,-25.4070,,,,-4.1200,-4.2067,-17.3030,-17.4030,
388,,,,,-24.1914,,,,,-20.0899,-14.6182,-9.3528,,-31.1120,-31.3821,-13.3314,,,-4.0791,,-0.2669,-0.2708,-4.2799,-4.6513,-4.1597,-13.3257,-13.4835,,,,,,,,-17.9616,-16.5284,-20.1782,-9.9831,-8.9629,,-10.0470,-9.6908,-9.5696,-10.3709,-10.4714,-9.6138,,-29.0325,-31.3587,,,,-25.4080,,,,-4.1133,-4.2000,-17.3220,-17.4220,
389,,,,,-24.1894,,,,,-20.0892,-14.6033,-9.3364,,-31.1110,-31.3808,-13.3733,,,-4.0575,,-0.2679,-0.2714,-4.2636,-4.6392,-4.1505,-13.3335,-13.4759,,,,,,,,-17.9723,-16.5486,-20.1887,-9.9706,-8.9347,,-10.0252,-9.6725,-9.5369,-10.3621,-10.4555,-9.6039,,-29.0319,-31.3594,,,,-25.4090,,,,-4.1067,-4.1933,-17.3410,-17.4410,
390,,,,,-24.1874,,,,,-20.0885,-14.5885,-9.3201,,-31.1100,-31.3802,-13.4151,,,-4.0360,,-0.2689,-0.2720,-4.2473,-4.6271,-4.1413,-13.3413,-13.4684,,,,,,,,-17.9830,-16.5687,-20.1991,-9.9582,-8.9065,,-10.0034,-9.6542,-9.5042,-10.3533,-10.4397,-9.5940,,-29.0313,-31.3601,,,,-25.4100,,,,-4.1000,-4.1867,-17.3600,-17.4600,
391,,,,,-24.1853,,,,,-20.0878,-14.5737,-9.3037,,-31.1090,-31.3795,-13.4570,,,-4.0145,,-0.2699,-0.2726,-4.2310,-4.6150,-4.1320,-13.3491,-13.4609,,,,,,,,-17.9936,-16.5870,-20.2096,-9.9458,-8.8783,,-9.9816,-9.6358,-9.4715,-10.3445,-10.4238,-9.5841,,-29.0307,-31.3608,,,,-25.4110,,,,-4.0933,-4.1800,-17.3790,-17.4790,
392,,,,,-24.1833,,,,,-20.0871,-14.5588,-9.2873,,-31.1080,-31.3788,-13.4989,,,-3.9929,,-0.2709,-0.2733,-4.2147,-4.5970,-4.1228,-13.3569,-13.4534,,,,,,,,-18.0043,-16.6052,-20.2201,-9.9333,-8.8501,,-9.9598,-9.6175,-9.4388,-10.3357,-10.4079,-9.5742,,-29.0301,-31.3615,,,,-25.4120,,,,-4.0867,-4.1733,-17.3980,-17.4980,
393,,,,,-24.1813,,,,,-20.0864,-14.5439,-9.2709,,-31.1070,-31.3782,-13.5407,,,-4.0102,,-0.2718,-0.2739,-4.1984,-4.5790,-4.1136,-13.3647,-13.4474,,,,,,,,-18.0150,-16.6234,-20.2305,-9.9209,-8.8219,,-9.9379,-9.5992,-9.4061,-10.3269,-10.3921,-9.5643,,-29.0295,-31.3622,,,,-25.4130,,,,-4.0800,-4.1667,-17.4170,-17.5170,
394,,,,,-24.1793,,,,,-20.0857,-14.5291,-9.2545,,-31.1060,-31.3775,-13.5826,,,-4.0275,,-0.2728,-0.2745,-4.1822,-4.5611,-4.1043,-13.3726,-13.4415,,,,,,,,-18.0257,-16.6416,-20.2410,-9.9084,-8.7937,,-9.9161,-9.5809,-9.3733,-10.3181,-10.3762,-9.5543,,-29.0289,-31.3629,,,,-25.4140,,,,-4.0733,-4.1600,-17.4360,-17.5360,
395,,,,,-24.1773,,,,,-20.0850,-14.5143,-9.2381,,-31.1050,-31.3769,-13.6244,,,-4.0448,,-0.2738,-0.2751,-4.1659,-4.5431,-4.0951,-13.3804,-13.4356,,,,,,,,-18.0364,-16.6598,-20.2514,-9.8960,-8.7655,,-9.8943,-9.5626,-9.3464,-10.3093,-10.3603,-9.5263,,-29.0283,-31.3636,,,,-25.4150,,,,-4.0667,-4.1533,-17.4550,-17.5550,
396,,,,,-24.1753,,,,,-20.0843,-14.4994,-9.2218,,-31.1040,-31.3762,-13.6663,,,-4.0621,,-0.2748,-0.2757,-4.1496,-4.5252,-4.0859,-13.3882,-13.4296,,,,,,,,-18.0434,-16.6780,-20.2619,-9.8836,-8.7373,,-9.8725,-9.5387,-9.3195,-10.2903,-10.3404,-9.4982,,-29.0277,-31.3644,,,,-25.4160,,,,-4.0600,-4.1467,-17.4740,-17.5740,
397,,,,,-24.1733,,,,,-20.0835,-14.4845,-9.2054,,-31.1030,-31.3755,-13.7081,,,-4.0794,,-0.2757,-0.2763,-4.1292,-4.5072,-4.0766,-13.3960,-13.4237,,,,,,,,-18.0504,-16.6962,-20.2723,-9.8711,-8.7091,,-9.8507,-9.5147,-9.2926,-10.2713,-10.3205,-9.4702,,-29.0271,-31.3651,,,,-25.4170,,,,-4.0533,-4.1400,-17.4930,-17.5930,
398,,,,,-24.1713,,,,,-20.0828,-14.4697,-9.1890,,-31.1020,-31.3749,-13.7500,,,-4.0967,,-0.2767,-0.2769,-4.1089,-4.4893,-4.0674,-13.4038,-13.4177,,,,,,,,-18.0575,-16.7144,-20.2828,-9.8527,-8.6809,,-9.8289,-9.4908,-9.2657,-10.2523,-10.3005,-9.4421,,-29.0265,-31.3658,,,,-25.4180,,,,-4.0467,-4.1333,-17.5120,-17.6120,
399,,,,,-24.1693,,,,,-20.0821,-14.4549,-9.1726,,-31.1010,-31.3742,-13.7919,,,-4.1140,,-0.2777,-0.2776,-4.0886,-4.4713,-4.0582,-13.4116,-13.4118,,,,,,,,-18.0645,-16.7326,-20.2933,-9.8343,-8.6499,,-9.8071,-9.4669,-9.2388,-10.2332,-10.2806,-9.4140,,-29.0259,-31.3665,,,,-25.4190,,,,-4.0400,-4.1267,-17.5310,-17.6310,
400,,,,,-24.1673,,,,,-20.0814,-14.4400,-9.1562,,-31.1000,-31.3735,-13.8337,,,-4.1313,,-0.2787,-0.2782,-4.0682,-4.4534,-4.0489,-13.4194,-13.4059,,,,,,,,-18.0716,-16.7508,-20.3037,-9.8158,-8.6188,,-9.7795,-9.4430,-9.2119,-10.2142,-10.2607,-9.3860,,-29.0254,-31.3672,,,,-25.4200,,,,-4.0333,-4.1200,-17.5500,-17.6500,
401,,,,,-24.1653,,,,,-20.0807,-14.4237,-9.1398,,-31.0990,-31.3729,-13.8756,,,-4.1486,,-0.2797,-0.2791,-4.0479,-4.4354,-4.0397,-13.4001,-13.3999,,,,,,,,-18.0786,-16.7690,-20.3142,-9.7974,-8.5877,,-9.7519,-9.4191,-9.1850,-10.1952,-10.2407,-9.3579,,-29.0248,-31.3679,,,,-25.4210,,,,-4.0267,-4.1133,-17.5690,-17.6690,
402,,,,,-24.1633,,,,,-20.0800,-14.4074,-9.1235,,-31.0980,-31.3722,-13.9174,,,-4.1659,,-0.2806,-0.2800,-4.0276,-4.4175,-4.0305,-13.3808,-13.3940,,,,,,,,-18.0856,-16.7872,-20.3246,-9.7790,-8.5566,,-9.7243,-9.3951,-9.1581,-10.1761,-10.2208,-9.3298,,-29.0242,-31.3686,,,,-25.4219,,,,-4.0200,-4.1067,-17.5880,-17.6880,
403,,,,,-24.1613,,,,,-20.0793,-14.3911,-9.1071,,-31.0970,-31.3716,-13.9593,,,-4.1456,,-0.2816,-0.2809,-4.0072,-4.3995,-4.0212,-13.3615,-13.3881,,,,,,,,-18.0927,-16.8054,-20.3351,-9.7605,-8.5255,,-9.6967,-9.3712,-9.1312,-10.1571,-10.2009,-9.3018,,-29.0236,-31.3693,,,,-25.4229,,,,-4.0133,-4.1000,-17.6070,-17.7070,
404,,,,,-24.1593,,,,,-20.0786,-14.3748,-9.0907,,-31.0960,-31.3709,-14.0012,,,-4.1253,,-0.2826,-0.2818,-3.9869,-4.3816,-4.0120,-13.3422,-13.3821,,,,,,,,-18.0997,-16.8237,-20.3456,-9.7421,-8.4945,,-9.6692,-9.3473,-9.1043,-10.1381,-10.1809,-9.2737,,-29.0230,-31.3700,,,,-25.4239,,,,-4.0067,-4.0933,-17.6260,-17.7260,
405,,,,,-24.1573,,,,,-20.0779,-14.3585,-9.0743,,-31.0950,-31.3702,-14.0430,,,-4.1050,,-0.2836,-0.2828,-3.9666,-4.3636,-4.0028,-13.3229,-13.3762,,,,,,,,-18.1068,-16.8419,-20.3560,-9.7237,-8.4634,,-9.6416,-9.3234,-9.0774,-10.1191,-10.1610,-9.2456,,-29.0224,-31.3707,,,,-25.4249,,,,-4.0000,-4.0867,-17.6450,-17.7450,
406,,,,,-24.1553,,,,,-20.0772,-14.3422,-9.0579,,-31.0940,-31.3696,-14.0849,,,-4.0847,,-0.2846,-0.2837,-3.9462,-4.3456,-3.9935,-13.3036,-13.3703,,,,,,,,-18.1138,-16.8601,-20.3665,-9.7052,-8.4323,,-9.6140,-9.2995,-9.0505,-10.1000,-10.1411,-9.2176,,-29.0218,-31.3714,,,,-25.4259,,,,-3.9933,-4.0800,-17.6640,-17.7640,
407,,,,,-24.1533,,,,,-20.0764,-14.3259,-9.0415,,-31.0930,-31.3689,-14.1267,,,-4.0643,,-0.2855,-0.2846,-3.9259,-4.3277,-3.9843,-13.2843,-13.3643,,,,,,,,-18.1209,-16.8783,-20.3769,-9.6868,-8.4012,,-9.5864,-9.2756,-9.0236,-10.0810,-10.1211,-9.1895,,-29.0212,-31.3721,,,,-25.4269,,,,-3.9867,-4.0733,-17.6830,-17.7830,
408,,,,,-24.1513,,,,,-20.0757,-14.3096,-9.0252,,-31.0920,-31.3683,-14.1152,,,-4.0440,,-0.2865,-0.2855,-3.9055,-4.3097,-3.9751,-13.2650,-13.3584,,,,,,,,-18.1279,-16.8965,-20.3874,-9.6684,-8.3701,,-9.5588,-9.2516,-8.9966,-10.0620,-10.0989,-9.1615,,-29.0206,-31.3728,,,,-25.4279,,,,-3.9800,-4.0667,-17.7020,-17.8020,
409,,,,,-24.1493,,,,,-20.0750,-14.2933,-9.0088,,-31.0910,-31.3676,-14.1037,,,-4.0237,,-0.2875,-0.2864,-3.8852,-4.2918,-3.9489,-13.2457,-13.3525,,,,,,,,-18.1349,-16.9147,-20.3978,-9.6499,-8.3391,,-9.5312,-9.2277,-8.9697,-10.0429,-10.0766,-9.1334,,-29.0200,-31.3735,,,,-25.4289,,,,-3.9733,-4.0600,-17.7210,-17.8210,
