from_bed,agassiz77,agassiz79a,agassiz79b,agassiz84,camp_century,devon_00,devon_71,devon_72,dye_3,flade_isblink,foxx1,gisp2,grip,gull,h2015_s1a,h2015_s1b,h2015_s3a,h2015_s3b,h2015_s3c,h2015_s4a,h2015_s4b,h2015_s4c,h2015_s5a,h2015_s5b,hanstausen_dome,hanstausen_hare,isua_10,isua_11,isua_12,isua_13,isua_14,jakobshavn_center,jakobshavn_left,jakobshavn_sheet,mcdowell_2021_14n,mcdowell_2021_14sa,mcdowell_2021_14sb,mcdowell_2021_14w,mcdowell_2021_15ca,mcdowell_2021_15cb,mcdowell_2021_15e,mcdowell_2021_15n,mcdowell_2021_15s,meighen,neem,ngrip,penny,pow,renland,site_ii,td1,td2,td3,tuto_ramp
235,-23.0500,,,,-17.0434,-22.5560,-23.0354,-22.9455,-15.8846,-15.8540,-9.2218,-13.8928,-14.7401,-13.3112,,,-2.0441,-2.3590,-3.0786,-2.7260,-3.3352,-2.7673,-10.5983,-10.5390,-19.5565,-14.3155,,,,-3.9579,-3.2309,-5.4813,-20.1487,-20.2602,-9.5703,-8.2422,,-9.3836,-9.0402,-8.8867,-9.9737,-9.9884,-9.1380,,-10.0704,-9.4731,,,-18.3803,,-1.0400,,-0.0650,
236,-23.0680,,,,-17.0608,-22.5640,-23.0423,-22.9529,-15.8982,-15.8692,-9.2381,-13.9171,-14.7602,-13.3313,,,-2.0524,-2.3724,-3.1011,-2.7464,-3.3610,-2.7858,-10.6483,-10.5669,-19.5725,-14.3611,,,,-3.9844,-3.2789,-5.5022,-20.1903,-20.2877,-9.5946,-8.2666,,-9.4079,-9.0708,-8.9079,-9.9981,-10.0096,-9.1654,,-10.1010,-9.5024,,,-18.3846,,-1.0240,,-0.0640,
237,-23.0860,,,,-17.0781,-22.5720,-23.0492,-22.9603,-15.9117,-15.8844,-9.2545,-13.9413,-14.7802,-13.3515,,,-2.0608,-2.3859,-3.1236,-2.7667,-3.3869,-2.8042,-10.6987,-10.5948,-19.5884,-14.4067,,,,-4.0445,-3.3270,-5.5232,-20.2319,-20.3151,-9.6189,-8.2909,,-9.4323,-9.1014,-8.9291,-10.0224,-10.0308,-9.1929,,-10.1315,-9.5316,,,-18.3889,,-1.0080,,-0.0630,
238,-23.1040,,,,-17.0954,-22.5800,-23.0538,-22.9677,-15.9253,-15.8996,-9.2709,-13.9656,-14.8003,-13.3716,,,-2.0692,-2.3994,-3.1461,-2.7870,-3.4127,-2.8227,-10.7491,-10.6227,-19.6044,-14.4523,,,,-4.1047,-3.3366,-5.5442,-20.2735,-20.3426,-9.6433,-8.3152,,-9.4566,-9.1320,-8.9503,-10.0467,-10.0520,-9.2204,,-10.1621,-9.5609,,,-18.3932,,-0.9920,,-0.0620,
239,-23.1220,,,,-17.1128,-22.5880,-23.0583,-22.9752,-15.9389,-15.9148,-9.2873,-13.9898,-14.8204,-13.3917,,,-2.0775,-2.4128,-3.1686,-2.8074,-3.4386,-2.8412,-10.7995,-10.6506,-19.6203,-14.4979,,,,-4.1648,-3.3463,-5.5652,-20.3150,-20.3701,-9.6676,-8.3396,,-9.4809,-9.1626,-8.9715,-10.0711,-10.0732,-9.2478,,-10.1927,-9.5901,,,-18.3975,,-0.9760,,-0.0610,
240,-23.1400,,,,-17.1301,-22.5960,-23.0629,-22.9798,-15.9524,-15.9300,-9.3037,-14.0141,-14.8595,-13.4119,,,-2.0859,-2.4263,-3.1911,-2.8277,-3.4645,-2.8596,-10.8499,-10.6785,-19.6363,-14.5435,,,,-4.2250,-3.3560,-5.5862,-20.3566,-20.3975,-9.6919,-8.3639,,-9.5053,-9.1932,-8.9927,-10.0954,-10.0944,-9.2753,,-10.2238,-9.6194,,,-18.4018,,-0.9600,,-0.0600,
241,-23.1580,,,,-17.1474,-22.6040,-23.0675,-22.9844,-15.9660,-15.9446,-9.3201,-14.0384,-14.8986,-13.4320,,,,-2.4398,-3.2037,-2.8481,-3.4903,-2.8781,-10.9003,-10.7063,-19.6523,-14.5891,,,,-4.2852,-3.3657,-5.6072,-20.3982,-20.4250,-9.7163,-8.3882,,-9.5296,-9.2237,-9.0139,-10.1198,-10.1156,-9.3027,,-10.2549,-9.6501,,,-18.4061,,-0.9440,,-0.0590,
242,-23.1760,,,,-17.1648,-22.6120,-23.0721,-22.9891,-15.9795,-15.9592,-9.3364,-14.0627,-14.9376,-13.4521,,,,-2.4532,-3.2164,-2.8684,-3.5162,-2.8966,-10.9507,-10.7435,-19.6682,-14.6347,,,,-4.3453,-3.3754,-5.6282,-20.4397,-20.4525,-9.7406,-8.4126,,-9.5570,-9.2543,-9.0351,-10.1441,-10.1368,-9.3302,,-10.2860,-9.6808,,,-18.4104,,-0.9280,,-0.0580,
243,-23.1940,,,,-17.1821,-22.6200,-23.0767,-22.9937,-15.9931,-15.9738,-9.3528,-14.0871,-14.9767,-13.4722,,,,-2.4667,-3.2290,-2.8887,-3.5420,-2.9151,-11.0010,-10.7807,-19.6822,-14.6803,,,,-4.4055,-3.3851,-5.6492,-20.4813,-20.4800,-9.7649,-8.4432,,-9.5845,-9.2849,-9.0563,-10.1684,-10.1580,-9.3577,,-10.3171,-9.7116,,,-18.4147,,-0.9120,,-0.0570,
244,-23.2120,,,,-17.1994,-22.6240,-23.0812,-22.9983,-16.0066,-15.9884,-9.3692,-14.1114,-15.0158,-13.4924,,,,-2.4802,-3.2417,-2.9091,-3.5679,-2.9335,-11.0319,-10.8178,-19.6962,-14.7259,,,,-4.4656,-3.3947,-5.6702,-20.4966,-20.5074,-9.7830,-8.4737,,-9.6120,-9.3155,-9.0775,-10.1928,-10.1792,-9.3851,,-10.3482,-9.7423,,,-18.4190,,-0.8960,,-0.0560,
245,-23.2300,,,,-17.2168,-22.6280,-23.0858,-23.0030,-16.0173,-16.0030,-9.3856,-14.1357,-15.0350,-13.5125,,,,-2.4936,-3.2543,-2.9294,-3.5937,-2.9520,-11.0627,-10.8550,-19.7101,-14.7715,,,,-4.5258,-3.4044,-5.6912,-20.5118,-20.5349,-9.8011,-8.5043,,-9.6394,-9.3461,-9.0987,-10.2171,-10.2004,-9.4126,,-10.3804,-9.7730,,,-18.4221,,-0.8800,,-0.0550,
246,-23.2480,,,,-17.2341,-22.6320,-23.0904,-23.0076,-16.0280,-16.0176,-9.4020,-14.1603,-15.0541,-13.5326,,,,-2.5071,-3.2670,-2.9497,-3.6196,-2.9705,-11.0935,-10.8922,-19.7241,-14.8171,,,,-4.5859,-3.4141,-5.7121,-20.5270,-20.5624,-9.8192,-8.5349,,-9.6669,-9.3704,-9.1262,-10.2352,-10.2217,-9.4338,,-10.4126,-9.8000,,,-18.4252,,-0.8640,,-0.0540,
247,-23.2660,,,,-17.2514,-22.6360,-23.0950,-23.0123,-16.0386,-16.0322,-9.4184,-14.1849,-15.0733,-13.5528,,,,-2.5206,-3.2796,-2.9701,-3.6454,-2.9889,-11.1243,-10.9348,-19.7381,-14.8828,,,,-4.6461,-3.4238,-5.7331,-20.5423,-20.5899,-9.8373,-8.5655,,-9.6943,-9.3948,-9.1537,-10.2533,-10.2429,-9.4550,,-10.4449,-9.8270,,,-18.4283,,-0.8480,,-0.0530,
248,-23.2840,,,,-17.2688,-22.6400,-23.0996,-23.0169,-16.0493,-16.0468,-9.4347,-14.2095,-15.0924,-13.5729,,,,-2.5340,-3.2923,-2.9904,-3.6634,-3.0074,-11.1551,-10.9775,-19.7520,-14.9486,,,,-4.7063,-3.4335,-5.7541,-20.5575,-20.6173,-9.8554,-8.5961,,-9.7218,-9.4191,-9.1811,-10.2713,-10.2641,-9.4762,,-10.4771,-9.8541,,,-18.4314,,-0.8320,,-0.0520,
249,-23.3020,,,,-17.2861,-22.6500,-23.1033,-23.0215,-16.0599,-16.0614,-9.4511,-14.2341,-15.1116,-13.5844,,,,-2.5475,-3.3050,-3.0107,-3.6813,-3.0259,-11.1859,-11.0202,-19.7660,-15.0143,,,,-4.7068,-3.4585,-5.7751,-20.5728,-20.6448,-9.8734,-8.6267,,-9.7493,-9.4434,-9.2086,-10.2894,-10.2853,-9.4974,,-10.5093,-9.8811,,,-18.4345,,-0.8160,,-0.0510,
250,-23.3200,,,,-17.3034,-22.6600,-23.1070,-23.0262,-16.0706,-16.0760,-9.4675,-14.2587,-15.1362,-13.5960,,,,-2.5610,-3.3176,-3.0311,-3.6993,-3.0443,-11.2167,-11.0628,-19.7800,-15.0800,,,,-4.7074,-3.4836,-5.7961,-20.5880,-20.6723,-9.8915,-8.6573,,-9.7767,-9.4678,-9.2360,-10.3075,-10.3065,-9.5186,,-10.5384,-9.9081,,,-18.4376,,-0.8000,,-0.0500,
251,-23.3340,,,,-17.3208,-22.6700,-23.1107,-23.0271,-16.0812,-16.0906,-9.4839,-14.2834,-15.1608,-13.6075,,,,-2.5744,-3.3303,-3.0514,-3.7172,-3.0647,-11.2476,-11.0983,-19.7940,-15.1457,,,,-4.7079,-3.5086,-5.8171,-20.6033,-20.6997,-9.9096,-8.6878,,-9.8042,-9.4921,-9.2635,-10.3256,-10.3277,-9.5398,,-10.5675,-9.9389,,,-18.4407,,,,-0.0490,
252,-23.3480,,,,-17.3381,-22.6800,-23.1145,-23.0279,-16.0919,-16.1052,-9.5003,-14.3081,-15.1854,-13.6191,,,,-2.5879,-3.3429,-3.0718,-3.7352,-3.0850,-11.2784,-11.1339,-19.8079,-15.2114,,,,-4.7085,-3.5337,-5.8381,-20.6185,-20.7272,-9.9277,-8.7184,,-9.8316,-9.5164,-9.2910,-10.3437,-10.3489,-9.5610,,-10.5967,-9.9696,,,-18.4438,,,,-0.0480,
253,-23.3620,,,,-17.3546,-22.6900,-23.1182,-23.0288,-16.1026,-16.1198,-9.5167,-14.3329,-15.2100,-13.6306,,,,-2.6014,-3.3556,-3.0921,-3.7532,-3.1054,-11.3092,-11.1694,-19.8219,-15.2771,,,,-4.7091,-3.5587,-5.8591,-20.6338,-20.7547,-9.9458,-8.7490,,-9.8591,-9.5408,-9.3184,-10.3618,-10.3701,-9.5823,,-10.6258,-10.0004,,,-18.4469,,,,-0.0470,
254,-23.3760,,,,-17.3712,-22.6920,-23.1219,-23.0297,-16.1132,-16.1344,-9.5330,-14.3576,-15.2346,-13.6421,,,,-2.6148,-3.3682,-3.1124,-3.7711,-3.1258,-11.3400,-11.2049,-19.8359,-15.3428,,,,-4.7096,-3.5838,-5.8801,-20.6490,-20.7822,-9.9639,-8.7796,,-9.8866,-9.5651,-9.3459,-10.3798,-10.3913,-9.6035,,-10.6549,-10.0311,,,-18.4500,,,,-0.0460,
255,-23.3900,,,,-17.3877,-22.6940,-23.1256,-23.0306,-16.1239,-16.1490,-9.5494,-14.3823,-15.2558,-13.6537,,,,-2.6283,-3.3809,-3.1328,-3.7891,-3.1461,-11.3708,-11.2404,-19.8498,-15.4085,,,,-4.7102,-3.6088,-5.9010,-20.6642,-20.8096,-9.9820,-8.8102,,-9.9140,-9.5894,-9.3733,-10.3979,-10.4125,-9.6247,,-10.6927,-10.0619,,,-18.4537,,,,-0.0450,
256,-23.4060,,,,-17.4043,-22.6960,-23.1293,-23.0315,-16.1345,-16.1636,-9.5658,-14.4068,-15.2770,-13.6652,,,,-2.6418,-3.3935,-3.1531,-3.8070,-3.1665,-11.4016,-11.2778,-19.8637,-15.4742,,,,-4.7107,-3.6339,-5.9220,-20.6795,-20.8371,-10.0000,-8.8408,,-9.9415,-9.6138,-9.4008,-10.4160,-10.4337,-9.6459,,-10.7305,-10.0915,,,-18.4574,,,,-0.0440,
257,-23.4220,,,,-17.4208,-22.6980,-23.1331,-23.0324,-16.1452,-16.1782,-9.5822,-14.4313,-15.2982,-13.6768,,,,-2.6552,-3.4062,-3.1734,-3.8250,-3.1868,-11.4324,-11.3152,-19.8775,-15.5400,,,,-4.7113,-3.6589,-5.9430,-20.6947,-20.8646,-10.0181,-8.8713,,-9.9689,-9.6381,-9.4283,-10.4341,-10.4550,-9.6671,,-10.7682,-10.1210,,,-18.4611,,,,-0.0430,
258,-23.4380,,,,-17.4374,-22.7000,-23.1338,-23.0332,-16.1559,-16.1928,-9.5986,-14.4557,-15.3194,-13.6883,,,,-2.6687,-3.4188,-3.1938,-3.8429,-3.2072,-11.4633,-11.3526,-19.8913,-15.6416,,,,-4.7119,-3.6840,-5.9640,-20.7100,-20.8920,-10.0362,-8.9019,,-9.9964,-9.6624,-9.4557,-10.4522,-10.4762,-9.6883,,-10.8060,-10.1506,,,-18.4648,,,,-0.0420,
259,-23.4540,,,,-17.4539,-22.7060,-23.1346,-23.0341,-16.1658,-16.2074,-9.6150,-14.4802,-15.3406,-13.6998,,,,-2.6822,-3.4315,-3.2141,-3.8609,-3.2276,-11.4941,-11.3899,-19.9051,-15.7431,,,,-4.7124,-3.7090,-5.9850,-20.7252,-20.9195,-10.0543,-8.9325,,-10.0239,-9.6868,-9.4832,-10.4703,-10.4974,-9.7095,,-10.8438,-10.1801,,,-18.4685,,,,-0.0410,
260,-23.4700,,,,-17.4704,-22.7120,-23.1353,-23.0350,-16.1758,-16.2220,-9.6313,-14.5047,-15.3737,-13.7114,,,,-2.6956,-3.4400,-3.2344,-3.8788,-3.2479,-11.5249,-11.4273,-19.9189,-15.8447,,,,,-3.7374,-6.0060,-20.7405,-20.9470,-10.0724,-8.9631,,-10.0513,-9.7111,-9.5106,-10.4884,-10.5186,-9.7307,,-10.8613,-10.2097,,,-18.4722,,,,-0.0400,
261,-23.4840,,,,-17.4870,-22.7180,-23.1361,-23.0317,-16.1857,-16.2362,-9.6477,-14.5288,-15.4068,-13.7229,,,,-2.7091,-3.4485,-3.2548,-3.8968,-3.2683,-11.5557,-11.4581,-19.9327,-15.9463,,,,,-3.7657,-6.0270,-20.7557,-20.9745,-10.0905,-8.9937,,-10.0788,-9.7354,-9.5381,-10.5064,-10.5398,-9.7519,,-10.8787,-10.2377,,,-18.4759,,,,-0.0390,
262,-23.4980,,,,-17.5035,-22.7240,-23.1368,-23.0284,-16.1957,-16.2503,-9.6641,-14.5530,-15.4398,-13.7344,,,,-2.7226,-3.4570,-3.2751,-3.9147,-3.2886,-11.5865,-11.4889,-19.9466,-16.0479,,,,,-3.7941,-6.0480,-20.7709,-21.0019,-10.1085,-9.0243,,-10.1000,-9.7598,-9.5656,-10.5245,-10.5610,-9.7731,,-10.8962,-10.2658,,,-18.4796,,,,-0.0380,
263,-23.5120,,,,-17.5201,-22.7300,-23.1376,-23.0250,-16.2056,-16.2645,-9.6805,-14.5771,-15.4729,-13.7460,,,,-2.7360,-3.4655,-3.2955,-3.9327,-3.3090,-11.6081,-11.5196,-19.9604,-16.1495,,,,,-3.8224,-6.0690,-20.7862,-21.0294,-10.1266,-9.0486,,-10.1212,-9.7841,-9.5930,-10.5426,-10.5822,-9.7943,,-10.9136,-10.2938,,,-18.4833,,,,-0.0370,
264,-23.5260,,,,-17.5366,-22.7360,-23.1383,-23.0217,-16.2156,-16.2786,-9.6969,-14.6013,-15.5060,-13.7575,,,,-2.7495,-3.4739,-3.3158,-3.9507,-3.3294,-11.6298,-11.5504,-19.9742,-16.2511,,,,,-3.8508,-6.0900,-20.8014,-21.0569,-10.1385,-9.0729,,-10.1424,-9.8084,-9.6205,-10.5607,-10.6034,-9.8156,,-10.9311,-10.3219,,,-18.4870,,,,-0.0360,
265,-23.5400,,,,-17.5532,-22.7420,-23.1391,-23.0184,-16.2255,-16.2928,-9.7133,-14.6254,-15.5282,-13.7691,,,,-2.7630,-3.4824,-3.3361,-3.9686,-3.3497,-11.6514,-11.5812,-19.9880,-16.3527,,,,,-3.8791,-6.1109,-20.8167,-21.0844,-10.1503,-9.0973,,-10.1636,-9.8328,-9.6479,-10.5788,-10.6246,-9.8368,,-10.9793,-10.3499,,,-18.4913,,,,-0.0350,
266,-23.5540,,,,-17.5697,-22.7480,-23.1398,-23.0150,-16.2355,-16.3069,-9.7296,-14.6495,-15.5505,-13.7806,,,,-2.7764,-3.4909,-3.3565,-3.9866,-3.3701,-11.6730,-11.6120,-20.0018,-16.4543,,,,,-3.9075,-6.1319,-20.8319,-21.1118,-10.1621,-9.1216,,-10.1848,-9.8540,-9.6785,-10.5875,-10.6396,-9.8455,,-11.0274,-10.3800,,,-18.4957,,,,-0.0340,
267,-23.5680,,,,-17.5863,-22.7540,-23.1405,-23.0117,-16.2454,-16.3210,-9.7460,-14.6736,-15.5727,-13.7921,,,,-2.7899,-3.4994,-3.3768,-4.0045,-3.3904,-11.6947,-11.6411,-20.0156,-16.5559,,,,,-3.9358,-6.1529,-20.8472,-21.1393,-10.1740,-9.1459,,-10.2060,-9.8752,-9.7091,-10.5962,-10.6546,-9.8542,,-11.0756,-10.4102,,,-18.5000,,,,-0.0330,
268,-23.5820,,,,-17.6028,-22.7600,-23.1413,-23.0084,-16.2554,-16.3352,-9.7624,-14.6976,-15.5950,-13.8037,,,,-2.8034,-3.5079,-3.3971,-4.0225,-3.4108,-11.7163,-11.6702,-20.0294,-16.7167,,,,,-3.9642,-6.1739,-20.8624,-21.1668,-10.1858,-9.1703,,-10.2272,-9.8964,-9.7397,-10.6049,-10.6695,-9.8629,,-11.1237,-10.4403,,,-18.5043,,,-2.2000,-0.0320,
269,-23.5960,,,,-17.6194,-22.7580,-23.1360,-23.0051,-16.2653,-16.3494,-9.7788,-14.7217,-15.6172,-13.8152,,,,-2.8168,-3.5164,-3.4175,-4.0404,-3.4312,-11.7379,-11.6993,-20.0443,-16.8776,,,,,-3.9925,-6.1949,-20.8776,-21.1942,-10.1976,-9.1946,,-10.2484,-9.9176,-9.7703,-10.6136,-10.6845,-9.8716,,-11.1719,-10.4705,,,-18.5086,,,-2.2000,-0.0310,
270,-23.6100,,,,-17.6359,-22.7560,-23.1307,-23.0017,-16.2753,-16.3635,-9.7623,-14.7458,-15.6416,-13.8267,,,,-2.8303,-3.5249,-3.4378,-4.0584,-3.4515,-11.7595,-11.7285,-20.0591,-17.0384,,,,,-4.0209,-6.2159,-20.8929,-21.2217,-10.2095,-9.2189,,-10.2697,-9.9388,-9.8009,-10.6223,-10.6994,-9.8803,,-11.1951,-10.5006,,,-18.5129,,,-2.2000,-0.0300,
271,-23.6240,,,,-17.6524,-22.7540,-23.1254,-23.0018,-16.2852,-16.3776,-9.7458,-14.7701,-15.6660,-13.8383,,,,-2.8438,-3.5334,-3.4581,-4.0763,-3.4777,-11.7812,-11.7576,-20.0740,-17.1993,,,,,-4.0441,-6.2369,-20.9081,-21.2508,-10.2213,-9.2433,,-10.2909,-9.9600,-9.8314,-10.6310,-10.7144,-9.8890,,-11.2184,-10.5300,,,-18.5171,,,-2.2000,-0.0290,
272,-23.6380,,,,-17.6690,-22.7520,-23.1201,-23.0018,-16.2952,-16.3918,-9.7294,-14.7943,-15.6903,-13.8498,,,,-2.8572,-3.5419,-3.4785,-4.0943,-3.5039,-11.8028,-11.7867,-20.0888,-17.3601,,,,,-4.0673,-6.2579,-20.9234,-21.2799,-10.2331,-9.2676,,-10.3121,-9.9812,-9.8620,-10.6397,-10.7293,-9.8977,,-11.2416,-10.5594,,,-18.5214,,,-2.2000,-0.0280,
273,-23.6520,,,,-17.6855,-22.7500,-23.1148,-23.0019,-16.3051,-16.4060,-9.7129,-14.8186,-15.7147,-13.8614,,,,-2.8707,-3.5504,-3.4988,-4.1122,-3.5301,-11.8244,-11.8158,-20.1037,-17.5210,,,,,-4.0905,-6.2789,-20.9386,-21.3090,-10.2450,-9.2919,,-10.3333,-10.0024,-9.8926,-10.6484,-10.7443,-9.9064,,-11.2649,-10.5887,,,-18.5257,,,-2.2000,-0.0270,
274,-23.6660,,,,-17.7021,-22.7480,-23.1095,-23.0019,-16.3166,-16.4201,-9.6964,-14.8428,-15.7391,-13.8729,,,,-2.8842,-3.5589,-3.5192,-4.1302,-3.5562,-11.8461,-11.8430,-20.1185,-17.6818,,,,,-4.1137,-6.2999,-20.9539,-21.3381,-10.2568,-9.3163,,-10.3545,-10.0237,-9.9232,-10.6572,-10.7593,-9.9151,,-11.2881,-10.6181,,,-18.5300,,,-2.2000,-0.0260,
275,-23.6800,,,,-17.7186,-22.7460,-23.1042,-23.0019,-16.3281,-16.4342,-9.6799,-14.8671,-15.7637,-13.8844,,,,-2.8977,-3.5673,-3.5395,-4.1481,-3.5824,-11.8677,-11.8702,-20.1334,-17.8426,,,,,-4.1369,-6.3208,-20.9691,-21.3672,-10.2686,-9.3406,,-10.3757,-10.0449,-9.9538,-10.6659,-10.7742,-9.9239,,-11.3093,-10.6475,,,-18.5356,,,-2.2000,-0.0250,
276,-23.6880,,,,-17.7352,-22.7440,-23.0990,-23.0020,-16.3396,-16.4484,-9.6635,-14.8915,-15.7883,-13.8960,,,,-2.9111,-3.5758,-3.5598,-4.1661,-3.6086,-11.8893,-11.8974,-20.1482,-18.0167,,,,,-4.1601,-6.3418,-20.9844,-21.3963,-10.2805,-9.3649,,-10.3969,-10.0661,-9.9844,-10.6746,-10.7892,-9.9326,,-11.3305,-10.6755,,,-18.5412,,,-2.2000,-0.0240,
277,-23.6960,,,,-17.7517,-22.7420,-23.0779,-23.0020,-16.3510,-16.4626,-9.6470,-14.9158,-15.8128,-13.9075,,,,-2.9246,-3.5843,-3.5802,-4.1841,-3.6348,-11.9109,-11.9246,-20.1631,-18.1907,,,,,-4.1833,-6.3628,-20.9996,-21.4253,-10.2923,-9.3893,,-10.4181,-10.0873,-10.0149,-10.6833,-10.8041,-9.9413,,-11.3518,-10.7036,,,-18.5468,,,-2.2000,-0.0230,
278,-23.7040,,,,-17.7683,-22.7400,-23.0568,-23.0021,-16.3625,-16.4767,-9.6305,-14.9402,-15.8374,-13.9190,,,,-2.9381,-3.5928,-3.6005,-4.2020,-3.6609,-11.9326,-11.9517,-20.1779,-18.3648,,,,,-4.2065,-6.3838,-21.0148,-21.4544,-10.3041,-9.4136,,-10.4393,-10.1085,-10.0455,-10.6920,-10.8191,-9.9500,,-11.3730,-10.7316,,,-18.5524,,,-2.2000,-0.0220,
279,-23.7120,,,,-17.7848,-22.7120,-23.0356,-23.0021,-16.3740,-16.4908,-9.6140,-14.9645,-15.8620,-13.9306,,,,-2.9515,-3.6013,-3.6208,-4.2200,-3.6871,-11.9542,-11.9789,-20.1928,-18.5388,,,,,-4.2298,-6.4048,-21.0301,-21.4835,-10.3160,-9.4379,,-10.4605,-10.1297,-10.0761,-10.7007,-10.8341,-9.9587,,-11.3942,-10.7597,,,-18.5580,,,-2.1867,-0.0210,
280,-23.7200,,,,-17.8014,-22.6840,-23.0145,-23.0070,-16.3855,-16.5050,-9.5975,-14.9889,-15.8815,-13.9421,,,,-2.9650,-3.6098,-3.6412,-4.2379,-3.7133,-11.9758,-12.0061,-20.2076,,,,,,-4.2530,-6.4258,-21.0453,-21.5126,-10.3278,-9.4623,,-10.4818,-10.1509,-10.1067,-10.7094,-10.8490,-9.9674,,-11.4354,-10.7877,,,-18.5644,,,-2.1733,-0.0200,
281,-23.7360,,,,-17.8179,-22.6560,-22.9934,-23.0118,-16.3969,-16.5186,-9.5811,-15.0132,-15.9010,-13.9537,,,,-2.9785,-3.6183,-3.6615,-4.2559,-3.7395,-11.9975,-12.0272,-20.2224,,,,,,-4.2762,-6.4468,-21.0606,-21.5417,-10.3396,-9.4866,,-10.5030,-10.1721,-10.1373,-10.7181,-10.8640,-9.9761,,-11.4767,-10.8179,,,-18.5708,,,-2.1600,-0.0190,
282,-23.7520,,,,-17.8344,-22.6280,-22.9723,-23.0167,-16.4084,-16.5322,-9.5646,-15.0374,-15.9205,-13.9652,,,,-2.9919,-3.6248,-3.6818,-4.2738,-3.7657,-12.0313,-12.0484,-20.2373,,,,,,-4.2994,-6.4678,-21.0758,-21.5708,-10.3515,-9.5109,,-10.5210,-10.1933,-10.1679,-10.7268,-10.8789,-9.9848,,-11.5179,-10.8481,,,-18.5772,,,-2.1467,-0.0180,
283,-23.7680,,,,-17.8510,-22.6000,-22.9512,-23.0215,-16.4199,-16.5458,-9.5481,-15.0617,-15.9400,-13.9767,,,,-3.0054,-3.6313,-3.7022,-4.2918,-3.7918,-12.0652,-12.0695,-20.2521,,,,,,-4.3268,-6.4888,-21.0911,-21.5999,-10.3633,-9.5353,,-10.5391,-10.2145,-10.1984,-10.7355,-10.8939,-9.9935,,-11.5592,-10.8783,,,-18.5836,,,-2.1333,-0.0170,
284,-23.7840,,,,-17.8675,-22.5720,-22.9301,-23.0264,-16.4314,-16.5594,-9.5316,-15.0859,-15.9595,-13.9883,,,,-3.0189,-3.6379,-3.7225,-4.3097,-3.8180,-12.0991,-12.0907,-20.2668,,,,,,-4.3541,-6.5097,-21.1063,-21.6290,-10.3689,-9.5596,,-10.5572,-10.2357,-10.2290,-10.7443,-10.9089,-10.0022,,-11.6004,-10.9085,,,-18.5900,,,-2.1200,-0.0160,
285,-23.8000,,,,-17.8841,-22.5440,-22.9090,-23.0312,-16.4428,-16.5730,-9.5151,-15.1102,-16.0007,-13.9998,,,,-3.0323,-3.6444,-3.7429,-4.3277,-3.8442,-12.1330,-12.1118,-20.2815,,,,,,-4.3815,-6.5307,-21.1215,-21.6694,-10.3745,-9.5840,,-10.5753,-10.2570,-10.2596,-10.7530,-10.9238,-10.0109,,-11.6348,-10.9387,,,-18.5958,,,-2.1067,-0.0150,
286,-23.8100,,,,-17.9006,-22.5160,-22.8879,-23.0361,-16.4543,-16.5866,-9.4987,-15.1343,-16.0419,-14.0114,,,,-3.0458,-3.6509,-3.7632,-4.3456,-3.8704,-12.1668,-12.1329,-20.2962,,,,,,-4.4089,-6.5517,-21.1368,-21.7099,-10.3801,-9.6083,,-10.5934,-10.2782,-10.2715,-10.7648,-10.9388,-10.0259,,-11.6693,-10.9633,,,-18.6016,,,-2.0933,-0.0140,
287,-23.8200,,,,-17.9172,-22.4880,-22.8668,-23.0656,-16.4658,-16.6002,-9.4822,-15.1584,-16.0831,-14.0229,,,,-3.0593,-3.6575,-3.7835,-4.3636,-3.8965,-12.2007,-12.1541,-20.3109,,,,,,-4.4363,-6.5727,-21.1520,-21.7504,-10.3857,-9.6326,,-10.6115,-10.2994,-10.2833,-10.7766,-10.9537,-10.0409,,-11.7037,-10.9879,,,-18.6074,,,-2.0800,-0.0130,
288,-23.8300,,,,-17.9337,-22.4600,-22.8457,-23.0952,-16.4773,-16.6138,-9.4657,-15.1826,-16.1243,-14.0344,,,,-3.0727,-3.6640,-3.8039,-4.3816,-3.9227,-12.2346,-12.1752,-20.3256,,,,,,-4.4637,-6.5937,-21.1673,-21.7909,-10.3912,-9.6570,,-10.6296,-10.3206,-10.2951,-10.7885,-10.9687,-10.0558,,-11.7382,-11.0125,,,-18.6132,,,-2.0667,-0.0120,
289,-23.8400,,,,-17.9503,,-22.8246,-23.1247,-16.4887,-16.6274,-9.4492,-15.2067,-16.1655,-14.0460,,,,-3.0862,-3.6705,-3.8242,-4.3995,-3.9489,-12.2685,-12.1964,-20.3403,,,,,,-4.4910,-6.6147,-21.1825,-21.8314,-10.3968,-9.6813,,-10.6476,-10.3418,-10.3070,-10.8003,-10.9837,-10.0708,,-11.7726,-11.0371,,,-18.6190,,,-2.0533,-0.0110,
290,-23.8500,,,,-17.9668,,-22.8035,-23.1542,-16.5002,-16.6410,-9.4087,-15.2308,-16.1806,-14.0575,,,,-3.0997,-3.6770,-3.8445,-4.4175,-3.9751,-12.3023,-12.2144,-20.3550,,,,,,-4.5184,-6.6357,-21.1978,-21.8719,-10.4024,-9.7056,,-10.6657,-10.3630,-10.3188,-10.8121,-10.9986,-10.0857,,-11.7916,-11.0617,,,-18.6250,,,-2.0400,-0.0100,
